Input_Param,Recovered_Param
5.0,4.376931853357442
4.9393939393939394,4.390619657428539
4.878787878787879,4.440414793672868
4.818181818181818,4.281232538975988
4.757575757575758,4.025440374747282
4.696969696969697,4.178923820515015
4.636363636363637,4.096208168006273
4.575757575757576,4.481472459677045
4.515151515151516,4.232622492639442
4.454545454545455,4.072610612303627
4.393939393939394,4.13443833744029
4.333333333333333,3.8952236397006446
4.2727272727272725,3.9349187691386103
4.212121212121212,4.016922827208106
4.151515151515151,
4.090909090909091,3.8267375813344784
4.03030303030303,3.7453780140326103
3.9696969696969697,2.418657804376303
3.909090909090909,3.6436589613771315
3.8484848484848486,2.416622785515316
3.787878787878788,2.4228818390882023
3.7272727272727275,3.554028894812822
3.6666666666666665,3.4945270739889622
3.606060606060606,3.484951740154612
3.5454545454545454,3.5312970185818497
3.484848484848485,3.366205194680918
3.4242424242424243,2.331561019548687
3.3636363636363633,3.205208440284838
3.3030303030303028,3.1680734091191574
3.242424242424242,3.260433687714201
3.1818181818181817,3.0806560937953584
3.121212121212121,3.0748929075655154
3.0606060606060606,2.9713726870160397
3.0,2.906793966769806
2.9393939393939394,2.9632222002686017
2.878787878787879,2.8410415296459752
2.8181818181818183,2.8016837627069777
2.7575757575757573,2.7242145620819973
2.696969696969697,2.611212826429217
2.6363636363636362,2.6456553626333617
2.5757575757575757,2.5300611285494203
2.515151515151515,2.442456747474425
2.4545454545454546,2.4033495393408075
2.393939393939394,2.3502725840818055
2.333333333333333,1.9617933767772684
2.2727272727272725,2.257511253612991
2.212121212121212,2.1851081444853606
2.1515151515151514,2.1506293427418406
2.090909090909091,2.0710883498775003
2.0303030303030303,2.0405903629104643
1.9696969696969697,1.8023064477182258
1.9090909090909092,1.7514545524270992
1.8484848484848486,
1.7878787878787876,1.820166626636399
1.727272727272727,
1.6666666666666665,1.6639419416986134
1.606060606060606,1.605019905307381
1.5454545454545454,1.5829825005352554
1.4848484848484849,1.5355409337329018
1.4242424242424243,1.5155708988079593
1.3636363636363633,1.4402732451964688
1.3030303030303028,1.435239934948364
1.2424242424242422,1.2539820710591323
1.1818181818181817,1.3255562097629519
1.121212121212121,1.296733939866985
1.0606060606060606,1.070472372630143
1.0,1.0046941958174607
0.9393939393939394,0.958096036705266
0.8787878787878789,
0.8181818181818183,0.8204969645821321
0.7575757575757578,0.752843507903536
0.6969696969696972,
0.6363636363636367,1.012412115224468
0.5757575757575752,0.9316021556946967
0.5151515151515147,0.4911478950090083
0.45454545454545414,0.425358293603301
0.3939393939393936,0.3966275557794098
0.33333333333333304,0.33646570087615957
0.2727272727272725,0.24676330594552276
0.21212121212121193,0.19617936715969472
0.15151515151515138,0.10519907606176788
0.09090909090909083,0.10748838405834499
0.030303030303030276,0.6038101822741425
-0.030303030303030276,-0.048369660592545646
-0.09090909090909083,-0.11315944186649021
-0.15151515151515138,-0.17894973523834443
-0.21212121212121193,-0.20011396957638025
-0.2727272727272725,-0.29457394808751014
-0.3333333333333339,-0.34951707644541746
-0.3939393939393945,-0.39364375893343284
-0.45454545454545503,-0.46524788309122644
-0.5151515151515156,-0.49205076240751006
-0.5757575757575761,-0.5994072408385916
-0.6363636363636367,-0.6055403270999764
-0.6969696969696972,-0.7154601612475602
-0.7575757575757578,-0.7400018674747575
-0.8181818181818183,-0.7801916067180313
-0.8787878787878789,-0.8757307336301813
-0.9393939393939394,-0.9066285603998924
-1.0,-1.0056948712867688
