"Variable","Noise","beta_S","beta_P","mean","error"
"Error",1,4.5,8.5,0.164,0.0037029408822067
"Error",1,4.5,9,0.1701,0.00375739415034943
"Error",1,4.5,9.5,0.1767,0.00381433689080968
"Error",1,4.5,10,0.1898,0.00392162388729355
"Error",1,5,1,0.3115,0.00463129786258552
"Error",1,5,1.5,0.2818,0.00449898878527264
"Error",1,5,2,0.2792,0.00448628450667894
"Error",1,5,2.5,0.2661,0.00441939273013955
"Error",1,5,3,0.2569,0.00436945628366064
"Error",1,5,3.5,0.2461,0.00430759033955799
"Error",1,5,4,0.2267,0.00418717855439969
"Error",1,5,4.5,0.2199,0.00414199403807649
"Error",1,5,5,0.2318,0.00422003043421331
"Error",1,5,5.5,0.206,0.00404450686778751
"Error",1,5,6,0.2039,0.00402915653831432
"Error",1,5,6.5,0.1865,0.00389529104551033
"Error",1,5,7,0.1837,0.00387258708011444
"Error",1,5,7.5,0.1741,0.00379214412116728
"Error",1,5,8,0.1726,0.0037791999464468
"Error",1,5,8.5,0.1625,0.0036892731091107
"Error",1,5,9,0.1969,0.003976760045822
"Error",1,5,9.5,0.1746,0.00379643586703756
"Error",1,5,10,0.156,0.00362873487205626
"Error",1,5.5,1,0.3054,0.00460599669133099
"Error",1,5.5,1.5,0.2896,0.00453599399516274
"Error",1,5.5,2,0.2787,0.00448381996339577
"Error",1,5.5,2.5,0.2801,0.00449070324576944
"Error",1,5.5,3,0.26,0.00438656177346441
"Error",1,5.5,3.5,0.2531,0.00434809493835626
"Error",1,5.5,4,0.252,0.00434182970054272
"Error",1,5.5,4.5,0.2426,0.00428676587139578
"Error",1,5.5,5,0.2342,0.00423518945065841
"Error",1,5.5,5.5,0.2162,0.00411672816021103
"Error",1,5.5,6,0.1954,0.00396528137029827
"Error",1,5.5,6.5,0.2044,0.00403282659793809
"Error",1,5.5,7,0.1987,0.0039904164372073
"Error",1,5.5,7.5,0.1928,0.00394517077415462
"Error",1,5.5,8,0.2003,0.00400244837059717
"Error",1,5.5,8.5,0.1651,0.00371289342127616
"Error",1,5.5,9,0.1661,0.00372188987564445
"Error",1,5.5,9.5,0.1972,0.0039790450210984
"Error",1,5.5,10,0.1685,0.00374328414866168
"Error",1,6,1,0.3069,0.00461230596736965
"Error",1,6,1.5,0.2942,0.00455705087433387
"Error",1,6,2,0.277,0.00447538857645803
"Error",1,6,2.5,0.2687,0.00443305720689683
"Error",1,6,3,0.2653,0.00441514896170394
"Error",1,6,3.5,0.2605,0.00438929397399616
"Error",1,6,4,0.2507,0.00433437765809214
"Error",1,6,4.5,0.2387,0.00426310314264627
"Error",1,6,5,0.227,0.0041891353386455
"Error",1,6,5.5,0.2145,0.00410495554982105
"Error",1,6,6,0.2119,0.00408674799209776
"Error",1,6,6.5,0.22,0.0041426701741289
"Error",1,6,7,0.1953,0.00396451292547693
"Error",1,6,7.5,0.1905,0.00392715128964052
"Error",1,6,8,0.1851,0.00388398088702211
"Error",1,6,8.5,0.1795,0.00383789629156319
"Error",1,6,9,0.1627,0.00369110192535269
"Error",1,6,9.5,0.1561,0.00362968269407203
"Error",1,6,10,0.1636,0.00369930702797818
"Error",1,6.5,1,0.3019,0.00459105072665043
"Error",1,6.5,1.5,0.3007,0.00458585368338334
"Error",1,6.5,2,0.2812,0.00449607356120279
"Error",1,6.5,2.5,0.2838,0.00450863491301723
"Error",1,6.5,3,0.2757,0.00446888667285371
"Error",1,6.5,3.5,0.257,0.00437001255158038
"Error",1,6.5,4,0.2321,0.004221935749647
"Error",1,6.5,4.5,0.2391,0.0042655525426197
"Error",1,6.5,5,0.2247,0.00417405477603341
"Error",1,6.5,5.5,0.2319,0.00422066587187854
"Error",1,6.5,6,0.2124,0.00409026857671999
"Error",1,6.5,6.5,0.1987,0.0039904164372073
"Error",1,6.5,7,0.2108,0.00407897043382028
"Error",1,6.5,7.5,0.1971,0.00397828375988534
"Error",1,6.5,8,0.1962,0.00397141451038812
"Error",1,6.5,8.5,0.1759,0.00380754103548126
"Error",1,6.5,9,0.1917,0.00393657981832791
"Error",1,6.5,9.5,0.1918,0.00393736285889785
"Error",1,6.5,10,0.188,0.00390731707347526
"Error",1,7,1,0.3051,0.0046047279346271
"Error",1,7,1.5,0.292,0.00454705042491907
"Error",1,7,2,0.289,0.00453320581878868
"Error",1,7,2.5,0.281,0.00449509961981481
"Error",1,7,3,0.2711,0.004445498312397
"Error",1,7,3.5,0.2626,0.00440068865134317
"Error",1,7,4,0.255,0.00435883011139388
"Error",1,7,4.5,0.2415,0.00428014099775884
"Error",1,7,5,0.2329,0.00422700198185138
"Error",1,7,5.5,0.2192,0.0041372512233086
"Error",1,7,6,0.2326,0.00422510463194879
"Error",1,7,6.5,0.2149,0.00410773494138009
"Error",1,7,7,0.2077,0.00405681115800048
"Error",1,7,7.5,0.1944,0.00395757883598347
"Error",1,7,8,0.2043,0.00403209334932585
"Error",1,7,8.5,0.1949,0.00396143513096323
"Error",1,7,9,0.2009,0.004006934558045
"Error",1,7,9.5,0.1906,0.00392793926514745
"Error",1,7,10,0.1602,0.00366809780324209
"Error",1,7.5,1,0.3095,0.00462310634868279
"Error",1,7.5,1.5,0.2941,0.00455659908918109
"Error",1,7.5,2,0.2889,0.00453274018374728
"Error",1,7.5,2.5,0.2761,0.00447089229212568
"Error",1,7.5,3,0.2709,0.00444446783422188
"Error",1,7.5,3.5,0.2676,0.00442729986542699
"Error",1,7.5,4,0.2586,0.00437887216668233
"Error",1,7.5,4.5,0.2472,0.00431405576084857
"Error",1,7.5,5,0.2486,0.00432222999934255
"Error",1,7.5,5.5,0.2299,0.00420789372928591
"Error",1,7.5,6,0.2381,0.00425941935776774
"Error",1,7.5,6.5,0.225,0.00417603207894677
"Error",1,7.5,7,0.2116,0.00408463124666623
"Error",1,7.5,7.5,0.2052,0.00403867887962255
"Error",1,7.5,8,0.2127,0.00409237654115252
"Error",1,7.5,8.5,0.1865,0.00389529104551033
"Error",1,7.5,9,0.1671,0.00373083783017857
"Error",1,7.5,9.5,0.1837,0.00387258708011444
"Error",1,7.5,10,0.1743,0.0037938621929419
"Error",1,8,1,0.2986,0.00457666894038218
"Error",1,8,1.5,0.2957,0.00456379598836126
"Error",1,8,2,0.2982,0.00457490644460602
"Error",1,8,2.5,0.2774,0.00447737966816187
"Error",1,8,3,0.272,0.00445012138688776
"Error",1,8,3.5,0.2684,0.00443149047282978
"Error",1,8,4,0.2624,0.00439960903444449
"Error",1,8,4.5,0.2534,0.00434979724511469
"Error",1,8,5,0.2441,0.00429573792687981
"Error",1,8,5.5,0.2343,0.00423581694771168
"Error",1,8,6,0.2325,0.00422447151913249
"Error",1,8,6.5,0.2424,0.0042855642109366
"Error",1,8,7,0.2173,0.00412429048167048
"Error",1,8,7.5,0.2243,0.00417141355766926
"Error",1,8,8,0.2144,0.00410425979865426
"Error",1,8,8.5,0.1995,0.00399644493984538
"Error",1,8,9,0.1819,0.00385781379446018
"Error",1,8,9.5,0.1903,0.00392557409982302
"Error",1,8,10,0.1775,0.00382110390901744
"Error",1,8.5,1,0.2968,0.00456870477338278
"Error",1,8.5,1.5,0.2933,0.00455297528638097
"Error",1,8.5,2,0.2939,0.00455569472588359
"Error",1,8.5,2.5,0.2883,0.00452994073209613
"Error",1,8.5,3,0.2807,0.0044936366427458
"Error",1,8.5,3.5,0.2685,0.004432013004711
"Error",1,8.5,4,0.2532,0.00434866267796304
"Error",1,8.5,4.5,0.2612,0.00439310663865491
"Error",1,8.5,5,0.2457,0.00430522990099832
"Error",1,8.5,5.5,0.241,0.00427711694637139
"Error",1,8.5,6,0.2294,0.00420467976583156
"Error",1,8.5,6.5,0.2259,0.0041819454643487
"Error",1,8.5,7,0.2359,0.00424581225352337
"Error",1,8.5,7.5,0.2036,0.00402694991681834
"Error",1,8.5,8,0.2095,0.00406972127585248
"Error",1,8.5,8.5,0.2185,0.00413249110685974
"Error",1,8.5,9,0.2037,0.00402768583994861
"Error",1,8.5,9.5,0.209,0.00406614723729177
"Error",1,8.5,10,0.1957,0.00396758429935865
"Error",1,9,1,0.3083,0.00461814288695926
"Error",1,9,1.5,0.2953,0.00456200308934778
"Error",1,9,2,0.2967,0.00456825983277987
"Error",1,9,2.5,0.2969,0.00456914945177669
"Error",1,9,3,0.2848,0.00451341700857669
"Error",1,9,3.5,0.2778,0.00447936630253066
"Error",1,9,4,0.2559,0.00436387709982009
"Error",1,9,4.5,0.2593,0.00438272424722144
"Error",1,9,5,0.251,0.00433610195659855
"Error",1,9,5.5,0.2558,0.00436331752843927
"Error",1,9,6,0.2389,0.0042643284875517
"Error",1,9,6.5,0.2312,0.00421621081581132
"Error",1,9,7,0.2253,0.00417800629172065
"Error",1,9,7.5,0.2167,0.00412017094073269
"Error",1,9,8,0.2116,0.00408463124666623
"Error",1,9,8.5,0.2157,0.00411327641963076
"Error",1,9,9,0.2108,0.00407897043382028
"Error",1,9,9.5,0.2037,0.00402768583994861
"Error",1,9,10,0.1929,0.00394594932197629
"Error",1,9.5,1,0.3034,0.00459749471949339
"Error",1,9.5,1.5,0.3003,0.00458411304498928
"Error",1,9.5,2,0.2983,0.00457534746007755
"Error",1,9.5,2.5,0.2918,0.00454613492257692
"Error",1,9.5,3,0.2869,0.00452337098727363
"Error",1,9.5,3.5,0.2792,0.00448628450667894
"Error",1,9.5,4,0.2618,0.00439636313341836
"Error",1,9.5,4.5,0.258,0.00437555877019783
"Error",1,9.5,5,0.2588,0.00437997424849071
"Error",1,9.5,5.5,0.2594,0.00438327335544235
"Error",1,9.5,6,0.2408,0.0042759050897364
"Error",1,9.5,6.5,0.2396,0.00426860704452987
"Error",1,9.5,7,0.225,0.00417603207894677
"Error",1,9.5,7.5,0.2284,0.00419822659115144
"Error",1,9.5,8,0.2213,0.0041514279995495
"Error",1,9.5,8.5,0.2078,0.00405753155948732
"Error",1,9.5,9,0.2125,0.0040909715966822
"Error",1,9.5,9.5,0.2243,0.00417141355766926
"Error",1,9.5,10,0.1968,0.00397599759251506
"Error",1,10,1,0.3108,0.00462844231333013
"Error",1,10,1.5,0.2934,0.00455342918817644
"Error",1,10,2,0.2945,0.00455840464475133
"Error",1,10,2.5,0.2832,0.00450575256540104
"Error",1,10,3,0.2773,0.00447688231334315
"Error",1,10,3.5,0.2713,0.0044465276520917
"Error",1,10,4,0.2765,0.0044728934346313
"Error",1,10,4.5,0.2537,0.00435149681747043
"Error",1,10,5,0.2649,0.00441302010811728
"Error",1,10,5.5,0.2612,0.00439310663865491
"Error",1,10,6,0.2496,0.00432803156015741
"Error",1,10,6.5,0.2383,0.00426064857887051
"Error",1,10,7,0.2492,0.00432571464393088
"Error",1,10,7.5,0.2214,0.00415209922723425
"Error",1,10,8,0.2243,0.00417141355766926
"Error",1,10,8.5,0.2315,0.00421812212429009
"Error",1,10,9,0.2197,0.0041406407101497
"Error",1,10,9.5,0.2168,0.00412085842360724
"Error",1,10,10,0.2014,0.00401066235692487
"Error",1.5,1,1,0.3906,0.00487909259539676
"Error",1.5,1,1.5,0.3742,0.00483939851405087
"Error",1.5,1,2,0.3573,0.00479228208651783
"Error",1.5,1,2.5,0.3641,0.00481200940808041
"Error",1.5,1,3,0.3409,0.00474035506018375
"Error",1.5,1,3.5,0.3366,0.00472570388701226
"Error",1.5,1,4,0.3475,0.00476199985975078
"Error",1.5,1,4.5,0.3181,0.00465761831205972
"Error",1.5,1,5,0.3548,0.00478476597113588
"Error",1.5,1,5.5,0.3764,0.00484506465025458
"Error",1.5,1,6,0.3491,0.00476709466228141
"Error",1.5,1,6.5,0.3885,0.00487433594606399
"Error",1.5,1,7,0.4475,0.00497260974587474
"Error",1.5,1,7.5,0.3801,0.0048543542799787
"Error",1.5,1,8,0.427,0.00494667028966915
"Error",1.5,1,8.5,0.4501,0.00497528635833504
"Error",1.5,1,9,0.4853,0.0049980885435243
"Error",1.5,1,9.5,0.4359,0.00495898963074292
"Error",1.5,1,10,0.5313,0.00499044301161182
"Error",1.5,1.5,1,0.3705,0.00482962809445542
"Error",1.5,1.5,1.5,0.3589,0.00479701783799204
"Error",1.5,1.5,2,0.3297,0.00470127655005744
"Error",1.5,1.5,2.5,0.3396,0.00473597159437156
"Error",1.5,1.5,3,0.301,0.00458715643949714
"Error",1.5,1.5,3.5,0.3224,0.00467418536227224
"Error",1.5,1.5,4,0.3252,0.00468472951930706
"Error",1.5,1.5,4.5,0.2795,0.00448775990878522
"Error",1.5,1.5,5,0.2906,0.00454061953069978
"Error",1.5,1.5,5.5,0.2513,0.00433782349471104
"Error",1.5,1.5,6,0.3348,0.00471944099574634
"Error",1.5,1.5,6.5,0.374,0.00483887812143966
"Error",1.5,1.5,7,0.4151,0.00492763910637907
"Error",1.5,1.5,7.5,0.4039,0.00490702423966796
"Error",1.5,1.5,8,0.4388,0.0049626523948267
"Error",1.5,1.5,8.5,0.445,0.00496990643744927
"Error",1.5,1.5,9,0.3633,0.00480974265033341
"Error",1.5,1.5,9.5,0.4513,0.00497647541245338
"Error",1.5,1.5,10,0.4769,0.00499491080134484
"Error",1.5,2,1,0.3635,0.00481031068735595
"Error",1.5,2,1.5,0.3571,0.00479168603160751
"Error",1.5,2,2,0.3259,0.00468733571569299
"Error",1.5,2,2.5,0.3258,0.00468696413078619
"Error",1.5,2,3,0.308,0.00461689631388418
"Error",1.5,2,3.5,0.2864,0.00452101182865025
"Error",1.5,2,4,0.2656,0.00441674255096175
"Error",1.5,2,4.5,0.2879,0.00452806905213846
"Error",1.5,2,5,0.2842,0.00451055102033562
"Error",1.5,2,5.5,0.2785,0.00448283220503041
"Error",1.5,2,6,0.2719,0.00444960884818994
"Error",1.5,2,6.5,0.2478,0.00431756646017335
"Error",1.5,2,7,0.3074,0.00461439630562076
"Error",1.5,2,7.5,0.2656,0.00441674255096175
"Error",1.5,2,8,0.2822,0.00450092677503016
"Error",1.5,2,8.5,0.3504,0.00477119067173411
"Error",1.5,2,9,0.3867,0.00487018304258545
"Error",1.5,2,9.5,0.3446,0.00475261430522964
"Error",1.5,2,10,0.4186,0.00493354213357891
"Error",1.5,2.5,1,0.3646,0.00481341883696921
"Error",1.5,2.5,1.5,0.3585,0.00479583934337888
"Error",1.5,2.5,2,0.3334,0.00471451658886324
"Error",1.5,2.5,2.5,0.3303,0.00470344589001766
"Error",1.5,2.5,3,0.3192,0.00466189975556458
"Error",1.5,2.5,3.5,0.307,0.00461272454442841
"Error",1.5,2.5,4,0.3125,0.00463535582802067
"Error",1.5,2.5,4.5,0.2922,0.00454796486336909
"Error",1.5,2.5,5,0.2797,0.00448874212676425
"Error",1.5,2.5,5.5,0.2877,0.00452713159650227
"Error",1.5,2.5,6,0.2773,0.00447688231334315
"Error",1.5,2.5,6.5,0.2901,0.00453831010684182
"Error",1.5,2.5,7,0.2831,0.00450527121790405
"Error",1.5,2.5,7.5,0.2735,0.00445777547395757
"Error",1.5,2.5,8,0.2696,0.00443774192076731
"Error",1.5,2.5,8.5,0.2695,0.00443722254280642
"Error",1.5,2.5,9,0.285,0.00451437016136198
"Error",1.5,2.5,9.5,0.3372,0.00472777444313056
"Error",1.5,2.5,10,0.2919,0.00454659280677466
"Error",1.5,3,1,0.3558,0.00478778949963648
"Error",1.5,3,1.5,0.348,0.00476359834441556
"Error",1.5,3,2,0.3369,0.00472674023057336
"Error",1.5,3,2.5,0.3416,0.00474269894884041
"Error",1.5,3,3,0.3313,0.00470704223739945
"Error",1.5,3,3.5,0.3205,0.00466692114946262
"Error",1.5,3,4,0.3053,0.00460557402841525
"Error",1.5,3,4.5,0.2911,0.00454292227693601
"Error",1.5,3,5,0.2968,0.00456870477338278
"Error",1.5,3,5.5,0.2499,0.0043297660083853
"Error",1.5,3,6,0.2808,0.00449412457721986
"Error",1.5,3,6.5,0.2688,0.00443357887740437
"Error",1.5,3,7,0.273,0.00445523118462901
"Error",1.5,3,7.5,0.236,0.00424643417708576
"Error",1.5,3,8,0.2998,0.00458193140602748
"Error",1.5,3,8.5,0.2565,0.00436722821343548
"Error",1.5,3,9,0.2577,0.00437389804389744
"Error",1.5,3,9.5,0.2475,0.00431581251026529
"Error",1.5,3,10,0.2809,0.00449461223621297
"Error",1.5,3.5,1,0.3711,0.00483123308083021
"Error",1.5,3.5,1.5,0.3535,0.00478080125147036
"Error",1.5,3.5,2,0.3421,0.00474436612214847
"Error",1.5,3.5,2.5,0.3404,0.00473867381267695
"Error",1.5,3.5,3,0.3248,0.00468323491498418
"Error",1.5,3.5,3.5,0.3225,0.00467456523711196
"Error",1.5,3.5,4,0.3174,0.00465487817123917
"Error",1.5,3.5,4.5,0.3159,0.00464896550729609
"Error",1.5,3.5,5,0.3001,0.00458324116864485
"Error",1.5,3.5,5.5,0.2799,0.00448972323885071
"Error",1.5,3.5,6,0.2759,0.0044698900424618
"Error",1.5,3.5,6.5,0.2899,0.00453738446528158
"Error",1.5,3.5,7,0.2708,0.00444395216795671
"Error",1.5,3.5,7.5,0.2741,0.00446081930713284
"Error",1.5,3.5,8,0.2758,0.0044693884976979
"Error",1.5,3.5,8.5,0.2631,0.00440338256091812
"Error",1.5,3.5,9,0.2812,0.00449607356120279
"Error",1.5,3.5,9.5,0.2588,0.00437997424849071
"Error",1.5,3.5,10,0.2972,0.00457048191446953
"Error",1.5,4,1,0.3628,0.00480831862430094
"Error",1.5,4,1.5,0.3428,0.00474669033189555
"Error",1.5,4,2,0.3421,0.00474436612214847
"Error",1.5,4,2.5,0.3404,0.00473867381267695
"Error",1.5,4,3,0.3406,0.0047393470163108
"Error",1.5,4,3.5,0.3246,0.00468248615242552
"Error",1.5,4,4,0.3259,0.00468733571569299
"Error",1.5,4,4.5,0.315,0.00464539104551991
"Error",1.5,4,5,0.3065,0.0046106291100108
"Error",1.5,4,5.5,0.293,0.00455161199106116
"Error",1.5,4,6,0.2847,0.00451294002428198
"Error",1.5,4,6.5,0.294,0.00455614703972389
"Error",1.5,4,7,0.2731,0.00445574060762476
"Error",1.5,4,7.5,0.2766,0.00447339302146731
"Error",1.5,4,8,0.2763,0.00447189342259834
"Error",1.5,4,8.5,0.2717,0.0044485829192001
"Error",1.5,4,9,0.254,0.00435319365862615
"Error",1.5,4,9.5,0.2477,0.00431698212104977
"Error",1.5,4,10,0.2662,0.00441992189647703
"Error",1.5,4.5,1,0.3684,0.00482394766214401
"Error",1.5,4.5,1.5,0.3552,0.00478597811932481
"Error",1.5,4.5,2,0.3495,0.00476835912289254
"Error",1.5,4.5,2.5,0.3369,0.00472674023057336
"Error",1.5,4.5,3,0.3439,0.00475031952120648
"Error",1.5,4.5,3.5,0.3318,0.00470883141653329
"Error",1.5,4.5,4,0.3318,0.00470883141653329
"Error",1.5,4.5,4.5,0.3193,0.00466228749569021
"Error",1.5,4.5,5,0.3165,0.00465133728016464
"Error",1.5,4.5,5.5,0.2985,0.00457622870789023
"Error",1.5,4.5,6,0.3116,0.00463170479077919
"Error",1.5,4.5,6.5,0.2963,0.00456647744674461
"Error",1.5,4.5,7,0.2982,0.00457490644460602
"Error",1.5,4.5,7.5,0.2739,0.0044598058238895
"Error",1.5,4.5,8,0.2583,0.00437721681010894
"Error",1.5,4.5,8.5,0.2535,0.00435036407289742
"Error",1.5,4.5,9,0.2584,0.00437776889363162
"Error",1.5,4.5,9.5,0.2608,0.00439092974509985
"Error",1.5,4.5,10,0.2483,0.00432048349814761
"Error",1.5,5,1,0.3609,0.0048028559985257
"Error",1.5,5,1.5,0.3547,0.00478446236352746
"Error",1.5,5,2,0.3571,0.00479168603160751
"Error",1.5,5,2.5,0.3552,0.00478597811932481
"Error",1.5,5,3,0.3274,0.0046928803855022
"Error",1.5,5,3.5,0.3363,0.00472466541104496
"Error",1.5,5,4,0.3138,0.00464059365932324
"Error",1.5,5,4.5,0.3259,0.00468733571569299
"Error",1.5,5,5,0.3121,0.00463373565825836
"Error",1.5,5,5.5,0.3032,0.00459663887083714
"Error",1.5,5,6,0.2982,0.00457490644460602
"Error",1.5,5,6.5,0.2952,0.00456155420637284
"Error",1.5,5,7,0.2816,0.00449801814321837
"Error",1.5,5,7.5,0.267,0.00442414481066461
"Error",1.5,5,8,0.2816,0.00449801814321837
"Error",1.5,5,8.5,0.2678,0.00442834924409794
"Error",1.5,5,9,0.2858,0.00451817190772316
"Error",1.5,5,9.5,0.2702,0.00444085218362554
"Error",1.5,5,10,0.2742,0.00446132562616026
"Error",1.5,5.5,1,0.3686,0.00482449288248592
"Error",1.5,5.5,1.5,0.3492,0.00476741112354306
"Error",1.5,5.5,2,0.3523,0.00477710718691841
"Error",1.5,5.5,2.5,0.3449,0.00475359428915285
"Error",1.5,5.5,3,0.3297,0.00470127655005744
"Error",1.5,5.5,3.5,0.3336,0.00471522293563446
"Error",1.5,5.5,4,0.3267,0.00469029965898652
"Error",1.5,5.5,4.5,0.3223,0.00467380524257746
"Error",1.5,5.5,5,0.3414,0.00474203043909131
"Error",1.5,5.5,5.5,0.3144,0.00464299684923156
"Error",1.5,5.5,6,0.3086,0.00461938717513345
"Error",1.5,5.5,6.5,0.3019,0.00459105072665043
"Error",1.5,5.5,7,0.2953,0.00456200308934778
"Error",1.5,5.5,7.5,0.2927,0.00455024630917354
"Error",1.5,5.5,8,0.289,0.00453320581878868
"Error",1.5,5.5,8.5,0.2795,0.00448775990878522
"Error",1.5,5.5,9,0.2926,0.00454979055115793
"Error",1.5,5.5,9.5,0.2716,0.00444806952871167
"Error",1.5,5.5,10,0.2518,0.0043406865996079
"Error",1.5,6,1,0.3609,0.0048028559985257
"Error",1.5,6,1.5,0.3668,0.00481955379779923
"Error",1.5,6,2,0.3521,0.00477648830041992
"Error",1.5,6,2.5,0.3469,0.00476007403623967
"Error",1.5,6,3,0.3428,0.00474669033189555
"Error",1.5,6,3.5,0.3384,0.00473189001122256
"Error",1.5,6,4,0.3431,0.00474768291372801
"Error",1.5,6,4.5,0.3286,0.00469727691764538
"Error",1.5,6,5,0.3385,0.00473223143996996
"Error",1.5,6,5.5,0.3229,0.00467608228911313
"Error",1.5,6,6,0.3087,0.00461980143042162
"Error",1.5,6,6.5,0.3058,0.00460768478478157
"Error",1.5,6,7,0.3054,0.00460599669133099
"Error",1.5,6,7.5,0.2989,0.0045779880731037
"Error",1.5,6,8,0.3026,0.00459406514357974
"Error",1.5,6,8.5,0.3039,0.00459962983939642
"Error",1.5,6,9,0.286,0.004519119631546
"Error",1.5,6,9.5,0.2784,0.00448233790954157
"Error",1.5,6,10,0.2913,0.00454384150797153
"Error",1.5,6.5,1,0.3529,0.00477895834301623
"Error",1.5,6.5,1.5,0.3589,0.00479701783799204
"Error",1.5,6.5,2,0.3492,0.00476741112354306
"Error",1.5,6.5,2.5,0.3518,0.00477555824963528
"Error",1.5,6.5,3,0.3405,0.00473901053196574
"Error",1.5,6.5,3.5,0.3363,0.00472466541104496
"Error",1.5,6.5,4,0.3509,0.00477275569453245
"Error",1.5,6.5,4.5,0.3295,0.0047005515121581
"Error",1.5,6.5,5,0.3227,0.00467532425246491
"Error",1.5,6.5,5.5,0.3272,0.00469214424562611
"Error",1.5,6.5,6,0.3198,0.00466422249653141
"Error",1.5,6.5,6.5,0.3112,0.00463007556741529
"Error",1.5,6.5,7,0.3011,0.00458759017332192
"Error",1.5,6.5,7.5,0.3046,0.00460260821711343
"Error",1.5,6.5,8,0.3108,0.00462844231333013
"Error",1.5,6.5,8.5,0.2902,0.00453877252631199
"Error",1.5,6.5,9,0.2982,0.00457490644460602
"Error",1.5,6.5,9.5,0.2708,0.00444395216795671
"Error",1.5,6.5,10,0.2665,0.00442150765836692
"Error",1.5,7,1,0.3688,0.00482503721212695
"Error",1.5,7,1.5,0.3685,0.00482422038367144
"Error",1.5,7,2,0.3634,0.00481002678118985
"Error",1.5,7,2.5,0.3493,0.00476772735403486
"Error",1.5,7,3,0.3368,0.00472639501956704
"Error",1.5,7,3.5,0.3475,0.00476199985975078
"Error",1.5,7,4,0.345,0.00475392048482067
"Error",1.5,7,4.5,0.3303,0.00470344589001766
"Error",1.5,7,5,0.3197,0.00466383598946336
"Error",1.5,7,5.5,0.3239,0.00467985780840729
"Error",1.5,7,6,0.3223,0.00467380524257746
"Error",1.5,7,6.5,0.3212,0.00466960774837163
"Error",1.5,7,7,0.2959,0.00456469085922191
"Error",1.5,7,7.5,0.3055,0.00460641909835514
"Error",1.5,7,8,0.3112,0.00463007556741529
"Error",1.5,7,8.5,0.2915,0.00454475967285933
"Error",1.5,7,9,0.2735,0.00445777547395757
"Error",1.5,7,9.5,0.2745,0.00446284289401606
"Error",1.5,7,10,0.2856,0.00451722309947749
"Error",1.5,7.5,1,0.3628,0.00480831862430094
"Error",1.5,7.5,1.5,0.361,0.00480314553399146
"Error",1.5,7.5,2,0.3588,0.00479672355422799
"Error",1.5,7.5,2.5,0.3477,0.00476263994796241
"Error",1.5,7.5,3,0.3462,0.00475781669276657
"Error",1.5,7.5,3.5,0.3363,0.00472466541104496
"Error",1.5,7.5,4,0.3389,0.00473359479592088
"Error",1.5,7.5,4.5,0.3428,0.00474669033189555
"Error",1.5,7.5,5,0.3378,0.00472983648082188
"Error",1.5,7.5,5.5,0.3216,0.0046711375437462
"Error",1.5,7.5,6,0.314,0.00464139572277839
"Error",1.5,7.5,6.5,0.3136,0.00463979059502437
"Error",1.5,7.5,7,0.3155,0.00464737934899674
"Error",1.5,7.5,7.5,0.3094,0.00462269412032561
"Error",1.5,7.5,8,0.3057,0.00460726314501014
"Error",1.5,7.5,8.5,0.3146,0.00464379591326411
"Error",1.5,7.5,9,0.2988,0.00457754862291374
"Error",1.5,7.5,9.5,0.2941,0.00455659908918109
"Error",1.5,7.5,10,0.2986,0.00457666894038218
"Error",1.5,8,1,0.3696,0.00482720562970122
"Error",1.5,8,1.5,0.3672,0.0048206576184155
"Error",1.5,8,2,0.3502,0.00477056305137902
"Error",1.5,8,2.5,0.3466,0.00475910799529608
"Error",1.5,8,3,0.3494,0.00476804335380273
"Error",1.5,8,3.5,0.3385,0.00473223143996996
"Error",1.5,8,4,0.3363,0.00472466541104496
"Error",1.5,8,4.5,0.3456,0.00475587277296011
"Error",1.5,8,5,0.3274,0.0046928803855022
"Error",1.5,8,5.5,0.3336,0.00471522293563446
"Error",1.5,8,6,0.3327,0.00471203685566369
"Error",1.5,8,6.5,0.3251,0.00468435623317996
"Error",1.5,8,7,0.3155,0.00464737934899674
"Error",1.5,8,7.5,0.3177,0.00465605400354081
"Error",1.5,8,8,0.3121,0.00463373565825836
"Error",1.5,8,8.5,0.3114,0.00463089068267126
"Error",1.5,8,9,0.3077,0.00461564745405691
"Error",1.5,8,9.5,0.3041,0.00460048208816689
"Error",1.5,8,10,0.2831,0.00450527121790405
"Error",1.5,8.5,1,0.3695,0.00482693535594719
"Error",1.5,8.5,1.5,0.3657,0.00481649985644002
"Error",1.5,8.5,2,0.3642,0.00481229174252575
"Error",1.5,8.5,2.5,0.3516,0.00477493706789945
"Error",1.5,8.5,3,0.3648,0.00481398103873957
"Error",1.5,8.5,3.5,0.3439,0.00475031952120648
"Error",1.5,8.5,4,0.3489,0.00476646104726468
"Error",1.5,8.5,4.5,0.3303,0.00470344589001766
"Error",1.5,8.5,5,0.3287,0.00469764172577884
"Error",1.5,8.5,5.5,0.3359,0.00472327745691416
"Error",1.5,8.5,6,0.3251,0.00468435623317996
"Error",1.5,8.5,6.5,0.3226,0.00467494486715631
"Error",1.5,8.5,7,0.3335,0.00471486988153438
"Error",1.5,8.5,7.5,0.3245,0.00468211140584263
"Error",1.5,8.5,8,0.3192,0.00466189975556458
"Error",1.5,8.5,8.5,0.3057,0.00460726314501014
"Error",1.5,8.5,9,0.3117,0.00463211146731861
"Error",1.5,8.5,9.5,0.2816,0.00449801814321837
"Error",1.5,8.5,10,0.3116,0.00463170479077919
