"Variable","Noise","beta_S","beta_P","mean","error"
"Error",2.5,3.5,9,0.3591,0.00479760572599189
"Error",2.5,3.5,9.5,0.3721,0.00483389032245922
"Error",2.5,3.5,10,0.3516,0.00477493706789945
"Error",2.5,4,1,0.4195,0.00493501878831723
"Error",2.5,4,1.5,0.4146,0.00492677494017447
"Error",2.5,4,2,0.4116,0.00492148007174769
"Error",2.5,4,2.5,0.4169,0.00493070686484389
"Error",2.5,4,3,0.4067,0.0049124254897575
"Error",2.5,4,3.5,0.3973,0.00489363523023291
"Error",2.5,4,4,0.3971,0.00489321503260745
"Error",2.5,4,4.5,0.3894,0.00487638615310472
"Error",2.5,4,5,0.3833,0.00486214716431997
"Error",2.5,4,5.5,0.3831,0.00486166664635267
"Error",2.5,4,6,0.3891,0.0048757046926188
"Error",2.5,4,6.5,0.3741,0.00483913842807504
"Error",2.5,4,7,0.3604,0.0048014049349055
"Error",2.5,4,7.5,0.3702,0.00482882260522949
"Error",2.5,4,8,0.3759,0.0048437862490538
"Error",2.5,4,8.5,0.3713,0.00483176630193966
"Error",2.5,4,9,0.3687,0.00482476515862519
"Error",2.5,4,9.5,0.3526,0.00477803379652092
"Error",2.5,4,10,0.3462,0.00475781669276657
"Error",2.5,4.5,1,0.4181,0.00493271448263699
"Error",2.5,4.5,1.5,0.4186,0.00493354213357891
"Error",2.5,4.5,2,0.4084,0.004915624104428
"Error",2.5,4.5,2.5,0.4097,0.00491802904637316
"Error",2.5,4.5,3,0.402,0.00490326464719375
"Error",2.5,4.5,3.5,0.3908,0.00487954065376027
"Error",2.5,4.5,4,0.4094,0.0049174772148141
"Error",2.5,4.5,4.5,0.3962,0.00489131357560006
"Error",2.5,4.5,5,0.4085,0.00491581036240739
"Error",2.5,4.5,5.5,0.3877,0.00487249885833875
"Error",2.5,4.5,6,0.3985,0.00489613850061676
"Error",2.5,4.5,6.5,0.3901,0.00487796868151547
"Error",2.5,4.5,7,0.3839,0.00486358349824946
"Error",2.5,4.5,7.5,0.4006,0.00490044543246261
"Error",2.5,4.5,8,0.3732,0.00483678772033104
"Error",2.5,4.5,8.5,0.3785,0.00485037396627943
"Error",2.5,4.5,9,0.3622,0.00480660236993183
"Error",2.5,4.5,9.5,0.37,0.00482828450209009
"Error",2.5,4.5,10,0.3693,0.0048263941413897
"Error",2.5,5,1,0.4162,0.00492952188539638
"Error",2.5,5,1.5,0.4097,0.00491802904637316
"Error",2.5,5,2,0.4035,0.00490623910120693
"Error",2.5,5,2.5,0.4178,0.00493221539218103
"Error",2.5,5,3,0.3985,0.00489613850061676
"Error",2.5,5,3.5,0.4007,0.00490064818521627
"Error",2.5,5,4,0.3985,0.00489613850061676
"Error",2.5,5,4.5,0.4094,0.0049174772148141
"Error",2.5,5,5,0.3974,0.00489384500897783
"Error",2.5,5,5.5,0.4005,0.0049002424672279
"Error",2.5,5,6,0.3891,0.0048757046926188
"Error",2.5,5,6.5,0.3896,0.00487683938183693
"Error",2.5,5,7,0.3863,0.00486925065694877
"Error",2.5,5,7.5,0.3935,0.00488550527746943
"Error",2.5,5,8,0.3867,0.00487018304258545
"Error",2.5,5,8.5,0.3727,0.00483547403890437
"Error",2.5,5,9,0.3809,0.00485632344348467
"Error",2.5,5,9.5,0.3921,0.00488243205936155
"Error",2.5,5,10,0.3723,0.00483441911306995
"Error",2.5,5.5,1,0.414,0.00492573104042722
"Error",2.5,5.5,1.5,0.4151,0.00492763910637907
"Error",2.5,5.5,2,0.41,0.00491857898604101
"Error",2.5,5.5,2.5,0.4108,0.00492003624739367
"Error",2.5,5.5,3,0.4134,0.00492467960855574
"Error",2.5,5.5,3.5,0.4118,0.00492183892969335
"Error",2.5,5.5,4,0.4006,0.00490044543246261
"Error",2.5,5.5,4.5,0.4066,0.0049122354387489
"Error",2.5,5.5,5,0.4057,0.00491051548375846
"Error",2.5,5.5,5.5,0.408,0.00491487696708271
"Error",2.5,5.5,6,0.3962,0.00489131357560006
"Error",2.5,5.5,6.5,0.4025,0.00490426143043148
"Error",2.5,5.5,7,0.3902,0.00487819389503613
"Error",2.5,5.5,7.5,0.3906,0.00487909259539676
"Error",2.5,5.5,8,0.3899,0.00487751760814882
"Error",2.5,5.5,8.5,0.394,0.00488659266552757
"Error",2.5,5.5,9,0.3771,0.00484684517916748
"Error",2.5,5.5,9.5,0.3709,0.00483069897274261
"Error",2.5,5.5,10,0.3725,0.00483494701845502
"Error",2.5,6,1,0.413,0.00492397446707995
"Error",2.5,6,1.5,0.4199,0.00493566966920481
"Error",2.5,6,2,0.4104,0.00491930929708593
"Error",2.5,6,2.5,0.4049,0.00490897227542386
"Error",2.5,6,3,0.4114,0.00492112037472914
"Error",2.5,6,3.5,0.4071,0.0049131835847334
"Error",2.5,6,4,0.4106,0.00491967319223867
"Error",2.5,6,4.5,0.4063,0.00491166401989636
"Error",2.5,6,5,0.4042,0.0049076108713351
"Error",2.5,6,5.5,0.3986,0.00489634572105994
"Error",2.5,6,6,0.3933,0.00488506882139228
"Error",2.5,6,6.5,0.3951,0.00488896606645208
"Error",2.5,6,7,0.3951,0.00488896606645208
"Error",2.5,6,7.5,0.3901,0.00487796868151547
"Error",2.5,6,8,0.3867,0.00487018304258545
"Error",2.5,6,8.5,0.3776,0.00484811039658151
"Error",2.5,6,9,0.3621,0.00480631553967347
"Error",2.5,6,9.5,0.3854,0.00486714011564189
"Error",2.5,6,10,0.3806,0.00485558664552155
"Error",2.5,6.5,1,0.4184,0.00493321169804883
"Error",2.5,6.5,1.5,0.4087,0.00491618224690547
"Error",2.5,6.5,2,0.408,0.00491487696708271
"Error",2.5,6.5,2.5,0.4116,0.00492148007174769
"Error",2.5,6.5,3,0.414,0.00492573104042722
"Error",2.5,6.5,3.5,0.4101,0.00491876187895309
"Error",2.5,6.5,4,0.398,0.0048950992022246
"Error",2.5,6.5,4.5,0.4114,0.00492112037472914
"Error",2.5,6.5,5,0.3991,0.00489737862858725
"Error",2.5,6.5,5.5,0.4019,0.00490306465430555
"Error",2.5,6.5,6,0.4024,0.00490406249785811
"Error",2.5,6.5,6.5,0.3935,0.00488550527746943
"Error",2.5,6.5,7,0.3863,0.00486925065694877
"Error",2.5,6.5,7.5,0.3984,0.0048959310671313
"Error",2.5,6.5,8,0.3872,0.00487134365436272
"Error",2.5,6.5,8.5,0.3898,0.00487729174824305
"Error",2.5,6.5,9,0.3762,0.00484455394957028
"Error",2.5,6.5,9.5,0.3865,0.00486971728282469
"Error",2.5,6.5,10,0.378,0.00484911862044429
"Error",2.5,7,1,0.4302,0.00495128746133291
"Error",2.5,7,1.5,0.4186,0.00493354213357891
"Error",2.5,7,2,0.4068,0.00491261532983582
"Error",2.5,7,2.5,0.4206,0.00493680070492217
"Error",2.5,7,3,0.4062,0.00491147312492145
"Error",2.5,7,3.5,0.4134,0.00492467960855574
"Error",2.5,7,4,0.4062,0.00491147312492145
"Error",2.5,7,4.5,0.4118,0.00492183892969335
"Error",2.5,7,5,0.4068,0.00491261532983582
"Error",2.5,7,5.5,0.409,0.00491673849535881
"Error",2.5,7,6,0.3964,0.00489173761660322
"Error",2.5,7,6.5,0.3973,0.00489363523023291
"Error",2.5,7,7,0.3868,0.00487041559775031
"Error",2.5,7,7.5,0.3886,0.00487456461009738
"Error",2.5,7,8,0.3919,0.00488198959259831
"Error",2.5,7,8.5,0.4021,0.00490346442796719
"Error",2.5,7,9,0.3897,0.00487706567281574
"Error",2.5,7,9.5,0.4,0.00489922445291334
"Error",2.5,7,10,0.3892,0.00487593206180594
"Error",2.5,7.5,1,0.4155,0.00492832667752291
"Error",2.5,7.5,1.5,0.4137,0.00492520626630769
"Error",2.5,7.5,2,0.4214,0.00493808084828979
"Error",2.5,7.5,2.5,0.4112,0.00492075983845369
"Error",2.5,7.5,3,0.4149,0.00492729406699887
"Error",2.5,7.5,3.5,0.4059,0.00491089917358006
"Error",2.5,7.5,4,0.402,0.00490326464719375
"Error",2.5,7.5,4.5,0.3964,0.00489173761660322
"Error",2.5,7.5,5,0.4049,0.00490897227542386
"Error",2.5,7.5,5.5,0.3994,0.00489799581832239
"Error",2.5,7.5,6,0.3989,0.00489696610440615
"Error",2.5,7.5,6.5,0.3929,0.00488419333508139
"Error",2.5,7.5,7,0.3975,0.00489405457438081
"Error",2.5,7.5,7.5,0.4045,0.00490819559903676
"Error",2.5,7.5,8,0.3884,0.00487410706611675
"Error",2.5,7.5,8.5,0.3889,0.00487524930701811
"Error",2.5,7.5,9,0.3872,0.00487134365436272
"Error",2.5,7.5,9.5,0.3795,0.00485286822745099
"Error",2.5,7.5,10,0.378,0.00484911862044429
"Error",2.5,8,1,0.4125,0.00492308832744935
"Error",2.5,8,1.5,0.4103,0.00491912703445216
"Error",2.5,8,2,0.4105,0.00491949134967366
"Error",2.5,8,2.5,0.4107,0.00491985482480426
"Error",2.5,8,3,0.4218,0.00493871593549469
"Error",2.5,8,3.5,0.4046,0.00490839008528488
"Error",2.5,8,4,0.4164,0.004929861494346
"Error",2.5,8,4.5,0.4108,0.00492003624739367
"Error",2.5,8,5,0.4086,0.00491599640989192
"Error",2.5,8,5.5,0.3979,0.00489489070312091
"Error",2.5,8,6,0.412,0.00492219694874964
"Error",2.5,8,6.5,0.417,0.00493087531307934
"Error",2.5,8,7,0.4001,0.00489942848095
"Error",2.5,8,7.5,0.3955,0.00488982269991496
"Error",2.5,8,8,0.3951,0.00488896606645208
"Error",2.5,8,8.5,0.4007,0.00490064818521627
"Error",2.5,8,9,0.3873,0.00487157512765866
"Error",2.5,8,9.5,0.3923,0.0048828736667586
"Error",2.5,8,10,0.3814,0.00485754707402385
"Error",2.5,8.5,1,0.4248,0.00494337331120859
"Error",2.5,8.5,1.5,0.4224,0.00493966233931052
"Error",2.5,8.5,2,0.4149,0.00492729406699887
"Error",2.5,8.5,2.5,0.4094,0.0049174772148141
"Error",2.5,8.5,3,0.4165,0.00493003098575983
"Error",2.5,8.5,3.5,0.4107,0.00491985482480426
"Error",2.5,8.5,4,0.4108,0.00492003624739367
"Error",2.5,8.5,4.5,0.4092,0.00491710827574292
"Error",2.5,8.5,5,0.3978,0.00489468199081198
"Error",2.5,8.5,5.5,0.4014,0.00490206150723367
"Error",2.5,8.5,6,0.4088,0.00491636787347191
"Error",2.5,8.5,6.5,0.3996,0.00489840621410106
"Error",2.5,8.5,7,0.4035,0.00490623910120693
"Error",2.5,8.5,7.5,0.4023,0.00490386335327349
"Error",2.5,8.5,8,0.4137,0.00492520626630769
"Error",2.5,8.5,8.5,0.3958,0.00489046292929067
"Error",2.5,8.5,9,0.4029,0.00490505504112804
"Error",2.5,8.5,9.5,0.3896,0.00487683938183693
"Error",2.5,8.5,10,0.3958,0.00489046292929067
"Error",2.5,9,1,0.4256,0.00494458379349456
"Error",2.5,9,1.5,0.4193,0.00493469209967672
"Error",2.5,9,2,0.4178,0.00493221539218103
"Error",2.5,9,2.5,0.4096,0.00491784531276168
"Error",2.5,9,3,0.4118,0.00492183892969335
"Error",2.5,9,3.5,0.4171,0.00493104355274336
"Error",2.5,9,4,0.4096,0.00491784531276168
"Error",2.5,9,4.5,0.4186,0.00493354213357891
"Error",2.5,9,5,0.4095,0.00491766136891652
"Error",2.5,9,5.5,0.41,0.00491857898604101
"Error",2.5,9,6,0.4028,0.00490485695634197
"Error",2.5,9,6.5,0.3977,0.00489447306527053
"Error",2.5,9,7,0.3941,0.00488680950014517
"Error",2.5,9,7.5,0.406,0.00491109070178796
"Error",2.5,9,8,0.3958,0.00489046292929067
"Error",2.5,9,8.5,0.3969,0.00489279398128455
"Error",2.5,9,9,0.3934,0.00488528715666339
"Error",2.5,9,9.5,0.3945,0.00488767469625318
"Error",2.5,9,10,0.3899,0.00487751760814882
"Error",2.5,9.5,1,0.4212,0.00493776205880913
"Error",2.5,9.5,1.5,0.4113,0.00492094021151005
"Error",2.5,9.5,2,0.4172,0.00493121158385731
"Error",2.5,9.5,2.5,0.4154,0.0049281550981343
"Error",2.5,9.5,3,0.4225,0.0049398193470529
"Error",2.5,9.5,3.5,0.4312,0.00495268703946566
"Error",2.5,9.5,4,0.4158,0.00492884016240481
"Error",2.5,9.5,4.5,0.4098,0.00491821256977453
"Error",2.5,9.5,5,0.4042,0.0049076108713351
"Error",2.5,9.5,5.5,0.4099,0.00491839588298931
"Error",2.5,9.5,6,0.4115,0.00492130032813402
"Error",2.5,9.5,6.5,0.4088,0.00491636787347191
"Error",2.5,9.5,7,0.402,0.00490326464719375
"Error",2.5,9.5,7.5,0.4018,0.00490286444927665
"Error",2.5,9.5,8,0.4027,0.00490465865964766
"Error",2.5,9.5,8.5,0.3953,0.00488939481103355
"Error",2.5,9.5,9,0.4002,0.00489963229637327
"Error",2.5,9.5,9.5,0.4001,0.00489942848095
"Error",2.5,9.5,10,0.3843,0.00486453670679307
"Error",2.5,10,1,0.4154,0.0049281550981343
"Error",2.5,10,1.5,0.4205,0.00493663975201798
"Error",2.5,10,2,0.4219,0.00493887418829684
"Error",2.5,10,2.5,0.4097,0.00491802904637316
"Error",2.5,10,3,0.4172,0.00493121158385731
"Error",2.5,10,3.5,0.3968,0.0048925831354177
"Error",2.5,10,4,0.4168,0.00493053820801564
"Error",2.5,10,4.5,0.4123,0.00492273240481675
"Error",2.5,10,5,0.4278,0.00494784439088495
"Error",2.5,10,5.5,0.4108,0.00492003624739367
"Error",2.5,10,6,0.4042,0.0049076108713351
"Error",2.5,10,6.5,0.4051,0.00490935934526269
"Error",2.5,10,7,0.4014,0.00490206150723367
"Error",2.5,10,7.5,0.3985,0.00489613850061676
"Error",2.5,10,8,0.4036,0.0049064357033524
"Error",2.5,10,8.5,0.3986,0.00489634572105994
"Error",2.5,10,9,0.3879,0.00487295942660693
"Error",2.5,10,9.5,0.3953,0.00488939481103355
"Error",2.5,10,10,0.3996,0.00489840621410106
"Stability",0.5,1,1,0.24925,0.00438216431531368
"Stability",0.5,1,1.5,0.17155,0.00385460056874308
"Stability",0.5,1,2,0.11185,0.00327090624028927
"Stability",0.5,1,2.5,0.07145,0.00273492920087036
"Stability",0.5,1,3,0.04145,0.00220868231707454
"Stability",0.5,1,3.5,0.02325,0.00179227926855656
"Stability",0.5,1,4,0.0115499999999999,0.00145129954765986
"Stability",0.5,1,4.5,0.00505,0.00121655158122251
"Stability",0.5,1,5,-0.00205,8.8671211553558e-04
"Stability",0.5,1,5.5,-0.00355000000000005,7.99001620999004e-04
"Stability",0.5,1,6,-0.00595000000000001,6.33166518369377e-04
"Stability",0.5,1,6.5,-0.00785000000000002,4.60498594889919e-04
"Stability",0.5,1,7,-0.00824999999999998,4.14983097363145e-04
"Stability",0.5,1,7.5,-0.00885000000000002,3.35229753898412e-04
"Stability",0.5,1,8,-0.00955000000000006,2.061164680462e-04
"Stability",0.5,1,8.5,-0.00944999999999996,2.29074218321814e-04
"Stability",0.5,1,9,-0.00985000000000003,1.11798926202312e-04
"Stability",0.5,1,9.5,-0.00965000000000005,1.80252598039279e-04
"Stability",0.5,1,10,-0.00985000000000003,1.11798926202312e-04
"Stability",0.5,1.5,1,0.25505,0.00441353573450674
"Stability",0.5,1.5,1.5,0.17395,0.00387430519888114
"Stability",0.5,1.5,2,0.11555,0.00331320350744535
"Stability",0.5,1.5,2.5,0.06915,0.00269939927125325
"Stability",0.5,1.5,3,0.04315,0.00224288002378195
"Stability",0.5,1.5,3.5,0.02005,0.00170660217950755
"Stability",0.5,1.5,4,0.01505,0.00156204793440372
"Stability",0.5,1.5,4.5,0.00634999999999997,0.00126725228065854
"Stability",0.5,1.5,5,9.50000000000006e-04,0.00103952768687572
"Stability",0.5,1.5,5.5,-0.00455000000000005,7.34563617647129e-04
"Stability",0.5,1.5,6,-0.00565000000000004,6.56239906651149e-04
"Stability",0.5,1.5,6.5,-0.00705,5.40054548996293e-04
"Stability",0.5,1.5,7,-0.00805,4.38336587448949e-04
"Stability",0.5,1.5,7.5,-0.00865000000000005,3.63773257810837e-04
"Stability",0.5,1.5,8,-0.00924999999999998,2.69167225158469e-04
"Stability",0.5,1.5,8.5,-0.00944999999999996,2.29074218321814e-04
"Stability",0.5,1.5,9,-0.00965000000000005,1.80252598039279e-04
"Stability",0.5,1.5,9.5,-0.00965000000000005,1.80252598039279e-04
"Stability",0.5,1.5,10,-0.00985000000000003,1.11798926202312e-04
"Stability",0.5,2,1,0.23395,0.00429455283683957
"Stability",0.5,2,1.5,0.16855,0.00382961569163729
"Stability",0.5,2,2,0.12025,0.00336557966220475
"Stability",0.5,2,2.5,0.07855,0.0028406331459143
"Stability",0.5,2,3,0.04815,0.0023398515424112
"Stability",0.5,2,3.5,0.02925,0.00194134505744425
"Stability",0.5,2,4,0.01375,0.0015219478908748
"Stability",0.5,2,4.5,0.00634999999999997,0.00126725228065854
"Stability",0.5,2,5,0.00224999999999997,0.00109891515207096
"Stability",0.5,2,5.5,-0.00165000000000004,9.08631009283253e-04
"Stability",0.5,2,6,-0.00555000000000005,6.63749807066366e-04
"Stability",0.5,2,6.5,-0.00614999999999999,6.17297218190361e-04
"Stability",0.5,2,7,-0.00765000000000005,4.81633623301685e-04
"Stability",0.5,2,7.5,-0.00855000000000006,3.77231998109969e-04
"Stability",0.5,2,8,-0.00844999999999996,3.90224265644449e-04
"Stability",0.5,2,8.5,-0.00934999999999997,2.49927982426218e-04
"Stability",0.5,2,9,-0.00934999999999997,2.49927982426218e-04
"Stability",0.5,2,9.5,-0.00975000000000004,1.49986664740436e-04
"Stability",0.5,2,10,-0.00995000000000001,5e-05
"Stability",0.5,2.5,1,0.24715,0.0043705603679383
"Stability",0.5,2.5,1.5,0.17485,0.00388163038624822
"Stability",0.5,2.5,2,0.12555,0.00342290686100833
"Stability",0.5,2.5,2.5,0.08875,0.00298299070956604
"Stability",0.5,2.5,3,0.05305,0.00243013586164037
"Stability",0.5,2.5,3.5,0.03425,0.00205599524844932
"Stability",0.5,2.5,4,0.0186499999999999,0.00166754184942446
"Stability",0.5,2.5,4.5,0.00885000000000002,0.00135909987316846
"Stability",0.5,2.5,5,0.00714999999999999,0.00129740359010123
"Stability",0.5,2.5,5.5,-4.99999999999945e-05,9.91311262824134e-04
"Stability",0.5,2.5,6,-0.00314999999999999,8.23331972872277e-04
"Stability",0.5,2.5,6.5,-0.00444999999999995,7.41265605211618e-04
"Stability",0.5,2.5,7,-0.00575000000000003,6.48641521629905e-04
"Stability",0.5,2.5,7.5,-0.00744999999999996,5.01871435223952e-04
"Stability",0.5,2.5,8,-0.00795000000000001,4.49555291366924e-04
"Stability",0.5,2.5,8.5,-0.00905,3.04004920846999e-04
"Stability",0.5,2.5,9,-0.00975000000000004,1.49986664740436e-04
"Stability",0.5,2.5,9.5,-0.00934999999999997,2.49927982426218e-04
"Stability",0.5,2.5,10,-0.00975000000000004,1.49986664740436e-04
"Stability",0.5,3,1,0.23605,0.00430700531454025
"Stability",0.5,3,1.5,0.17115,0.00385129212019804
"Stability",0.5,3,2,0.12125,0.00337653429545515
"Stability",0.5,3,2.5,0.08885,0.00298433549987892
"Stability",0.5,3,3,0.0640499999999999,0.00261817593651066
"Stability",0.5,3,3.5,0.03825,0.00214246418062859
"Stability",0.5,3,4,0.02525,0.00184352477834198
"Stability",0.5,3,4.5,0.01735,0.00163032620857135
"Stability",0.5,3,5,0.00414999999999999,0.00118009195052808
"Stability",0.5,3,5.5,0.00295000000000001,0.00112953854991035
"Stability",0.5,3,6,3.49999999999961e-04,0.00101088572004648
"Stability",0.5,3,6.5,-0.00214999999999999,8.81144364754808e-04
"Stability",0.5,3,7,-0.00495000000000001,7.07106604392151e-04
"Stability",0.5,3,7.5,-0.00595000000000001,6.33166518369377e-04
"Stability",0.5,3,8,-0.00755000000000006,4.91857644440177e-04
"Stability",0.5,3,8.5,-0.00805,4.38336587448949e-04
"Stability",0.5,3,9,-0.00865000000000005,3.63773257810837e-04
"Stability",0.5,3,9.5,-0.00914999999999999,2.87116689865567e-04
"Stability",0.5,3,10,-0.00955000000000006,2.061164680462e-04
"Stability",0.5,3.5,1,0.24315,0.00434809134446759
"Stability",0.5,3.5,1.5,0.18975,0.0039980110253995
"Stability",0.5,3.5,2,0.13085,0.00347848210197686
"Stability",0.5,3.5,2.5,0.09315,0.00304128799906706
"Stability",0.5,3.5,3,0.06855,0.00269002107265671
"Stability",0.5,3.5,3.5,0.04535,0.00228618905955776
"Stability",0.5,3.5,4,0.02895,0.00193420884766528
"Stability",0.5,3.5,4.5,0.01725,0.00162742391553648
"Stability",0.5,3.5,5,0.01325,0.00150621068149901
"Stability",0.5,3.5,5.5,0.00575000000000003,0.00124412561056088
"Stability",0.5,3.5,6,2.49999999999972e-04,0.00100602930349764
"Stability",0.5,3.5,6.5,-4.99999999999945e-05,9.91311262824134e-04
"Stability",0.5,3.5,7,-0.00185000000000002,8.97740688525581e-04
"Stability",0.5,3.5,7.5,-0.00505,7.00070539214433e-04
"Stability",0.5,3.5,8,-0.00595000000000001,6.33166518369377e-04
"Stability",0.5,3.5,8.5,-0.00695000000000001,5.49181126761471e-04
"Stability",0.5,3.5,9,-0.00795000000000001,4.49555291366924e-04
"Stability",0.5,3.5,9.5,-0.00855000000000006,3.77231998109969e-04
"Stability",0.5,3.5,10,-0.00905,3.04004920846999e-04
"Stability",0.5,4,1,0.23685,0.00431171274978792
"Stability",0.5,4,1.5,0.18815,0.00398594361784665
"Stability",0.5,4,2,0.13805,0.00355132101310115
"Stability",0.5,4,2.5,0.10225,0.00315649965927606
"Stability",0.5,4,3,0.06965,0.00270717946063116
"Stability",0.5,4,3.5,0.05005,0.00237538712558598
"Stability",0.5,4,4,0.03495,0.00207144366032093
"Stability",0.5,4,4.5,0.02055,0.00172030976762026
"Stability",0.5,4,5,0.01245,0.0014806481627646
"Stability",0.5,4,5.5,0.00895000000000001,0.00136263547126249
"Stability",0.5,4,6,0.00375000000000003,0.00116349865617124
"Stability",0.5,4,6.5,8.50000000000017e-04,0.00103481149659411
"Stability",0.5,4,7,2.49999999999972e-04,0.00100602930349764
"Stability",0.5,4,7.5,-6.50000000000039e-04,9.61171230849895e-04
"Stability",0.5,4,8,-0.00385000000000002,7.80242672418515e-04
"Stability",0.5,4,8.5,-0.00585000000000002,6.40951505094721e-04
"Stability",0.5,4,9,-0.00724999999999998,5.21316532533459e-04
"Stability",0.5,4,9.5,-0.00675000000000003,5.66988445728622e-04
"Stability",0.5,4,10,-0.00875000000000004,3.49794204638327e-04
"Stability",0.5,4.5,1,0.23505,0.00430109284833157
"Stability",0.5,4.5,1.5,0.19035,0.00400251043208833
"Stability",0.5,4.5,2,0.15025,0.00366822018613024
"Stability",0.5,4.5,2.5,0.10775,0.00322289193943038
"Stability",0.5,4.5,3,0.08275,0.00290053185786777
"Stability",0.5,4.5,3.5,0.06025,0.00255531734128493
"Stability",0.5,4.5,4,0.03975,0.00217381376769715
"Stability",0.5,4.5,4.5,0.02525,0.00184352477834198
"Stability",0.5,4.5,5,0.01615,0.00159510883240571
"Stability",0.5,4.5,5.5,0.01085,0.00142801669218792
"Stability",0.5,4.5,6,0.00734999999999997,0.00130482489507239
"Stability",0.5,4.5,6.5,0.00595000000000001,0.00125188516711684
"Stability",0.5,4.5,7,0.00154999999999994,0.00106736763927324
"Stability",0.5,4.5,7.5,-0.00234999999999996,8.69898512668136e-04
"Stability",0.5,4.5,8,-0.00214999999999999,8.81144364754808e-04
"Stability",0.5,4.5,8.5,-0.00514999999999999,6.92961593147093e-04
"Stability",0.5,4.5,9,-0.00434999999999997,7.47906201584555e-04
"Stability",0.5,4.5,9.5,-0.00605,6.25283014230187e-04
"Stability",0.5,4.5,10,-0.00714999999999999,5.30769179203314e-04
"Stability",0.5,5,1,0.23825,0.00431990276580279
"Stability",0.5,5,1.5,0.19285,0.00402110739479413
"Stability",0.5,5,2,0.14965,0.00366265330777092
"Stability",0.5,5,2.5,0.12015,0.00336448060225829
"Stability",0.5,5,3,0.09245,0.00303213112050142
"Stability",0.5,5,3.5,0.06695,0.002664785142931
"Stability",0.5,5,4,0.05265,0.00242292897305737
"Stability",0.5,5,4.5,0.03565,0.00208675422710017
"Stability",0.5,5,5,0.0277499999999999,0.00190534951798314
"Stability",0.5,5,5.5,0.01215,0.00147093647565472
"Stability",0.5,5,6,0.00824999999999998,0.00133767435770771
"Stability",0.5,5,6.5,0.00454999999999994,0.0011964417651059
"Stability",0.5,5,7,0.00185000000000002,0.00108100629390432
"Stability",0.5,5,7.5,0.00114999999999998,0.00104889359220885
"Stability",0.5,5,8,-0.00155000000000005,9.14025871805297e-04
"Stability",0.5,5,8.5,-0.00195000000000001,8.9224400246569e-04
"Stability",0.5,5,9,-0.00314999999999999,8.23331972872277e-04
"Stability",0.5,5,9.5,-0.00585000000000002,6.40951505094721e-04
"Stability",0.5,5,10,-0.00575000000000003,6.48641521629905e-04
"Stability",0.5,5.5,1,0.24045,0.00433265010538511
"Stability",0.5,5.5,1.5,0.19575,0.00404237898183524
"Stability",0.5,5.5,2,0.16815,0.00382625427437556
"Stability",0.5,5.5,2.5,0.12185,0.0033830758593663
"Stability",0.5,5.5,3,0.09915,0.00311802821667733
"Stability",0.5,5.5,3.5,0.08055,0.00286938897490545
"Stability",0.5,5.5,4,0.05515,0.00246752033743626
"Stability",0.5,5.5,4.5,0.04225,0.00222485701762493
"Stability",0.5,5.5,5,0.02815,0.00191502597435341
"Stability",0.5,5.5,5.5,0.0227499999999999,0.00177920215434632
"Stability",0.5,5.5,6,0.01185,0.00146115408055575
"Stability",0.5,5.5,6.5,0.00795000000000001,0.0013268216894442
"Stability",0.5,5.5,7,0.00465000000000004,0.00120049234407672
"Stability",0.5,5.5,7.5,0.00114999999999998,0.00104889359220885
"Stability",0.5,5.5,8,0.00114999999999998,0.00104889359220885
"Stability",0.5,5.5,8.5,-5.5000000000005e-04,9.6626244691162e-04
"Stability",0.5,5.5,9,-0.00114999999999998,9.35283500080351e-04
"Stability",0.5,5.5,9.5,-0.00324999999999998,8.17319124366429e-04
"Stability",0.5,5.5,10,-0.00465000000000004,7.27798542916862e-04
"Stability",0.5,6,1,0.23915,0.00432513565450183
"Stability",0.5,6,1.5,0.20245,0.00409031451324733
"Stability",0.5,6,2,0.16305,0.00378276362994941
"Stability",0.5,6,2.5,0.13315,0.00350207569927041
"Stability",0.5,6,3,0.10765,0.00322170540064868
"Stability",0.5,6,3.5,0.08345,0.00291033619289517
"Stability",0.5,6,4,0.06625,0.00265363862079843
"Stability",0.5,6,4.5,0.05565,0.00247631196784577
"Stability",0.5,6,5,0.03105,0.00198352796509624
"Stability",0.5,6,5.5,0.02315,0.00178967260771468
"Stability",0.5,6,6,0.01645,0.00160399408655486
"Stability",0.5,6,6.5,0.00954999999999995,0.00138364417287094
"Stability",0.5,6,7,0.00654999999999994,0.00127486166984019
"Stability",0.5,6,7.5,0.00434999999999997,0.001188296661148
"Stability",0.5,6,8,0.00495000000000001,0.00121255794899789
"Stability",0.5,6,8.5,0.00124999999999997,0.00105354389821903
"Stability",0.5,6,9,-0.00155000000000005,9.14025871805297e-04
"Stability",0.5,6,9.5,-0.00224999999999997,8.75540065925429e-04
"Stability",0.5,6,10,-0.00275000000000003,8.46944792503121e-04
"Stability",0.5,6.5,1,0.24415,0.00435375392820113
"Stability",0.5,6.5,1.5,0.20565,0.00411262679073995
"Stability",0.5,6.5,2,0.18215,0.00393978298120517
"Stability",0.5,6.5,2.5,0.14485,0.00361745163694479
"Stability",0.5,6.5,3,0.10955,0.00324412271395802
"Stability",0.5,6.5,3.5,0.09415,0.00305429380071108
"Stability",0.5,6.5,4,0.0761499999999999,0.00280554894102492
"Stability",0.5,6.5,4.5,0.0600499999999999,0.00255195042959292
"Stability",0.5,6.5,5,0.04115,0.00220257868991973
"Stability",0.5,6.5,5.5,0.03445,0.00206042332651046
