Stimulus_ext,Bias_ext,PC_ext,Stimulus_int,Bias_int,PC_int,AA,AB,BA,BB,ID,session_id
3.6078778662232036,0.05254994093567104,0.9818462159176172,0.355337707074863,0.8304380460591579,2.9271297549545463,-0.03896602797903958,-3.264484840072407,-2.418220645630874,-0.09330018072338536,1,1
0.008194203380801821,0.010455480187359149,0.025766130979834604,0.0031948655484581247,0.19968164907469185,3.2142424249730337,-8.353772610483855,-0.00023553410257752083,-10.763476656141806,-2.115855850470459e-05,1,2
0.01618126827152996,0.014314513945856143,-0.016163741858179953,0.001929942158392668,0.290633040229958,2.7988460475883685,-11.91225318729946,-6.707730884064464e-06,-9.732083945505336,-5.935024727499322e-05,1,3
2.253763624032918,0.13272960449154667,0.7380797319751664,0.5987939742746505,0.5343831359822685,3.1184523260920196,-0.04577669828548464,-3.1067811263021703,-5.259653798232737,-0.0052106555711582585,1,4
3.5672069464937417,0.6749287049307737,1.1851981321755003,0.21650712114522905,0.34516660510978087,4.111639370910507,-0.031691375361252154,-3.4675145461343004,-4.483430100278718,-0.011358873440772004,1,5
2.791904786937568,-0.11042918684861229,2.092028777549107,0.022623776127837357,-0.00011469313028767553,0.01917304511982698,-5.551115123125785e-16,-34.80727175128688,-0.7164349033038941,-0.6703894567841582,6,1
0.004801277152946702,-0.33099797694499783,2.5847377014453956,-9.493525014889626e-05,-0.004246692995035117,0.01553003205829042,-3.2751579226442654e-14,-31.042890879838087,-0.9529841357534842,-0.48709063378508144,6,2
0.0073945322212733006,-0.013995236513341731,0.0004208333255947387,-0.009924746442837341,-0.2428722304037217,3.397083356800349,-1.7094103910168146e-12,-27.09472913125493,-10.413018230918249,-3.0039324701369726e-05,6,3
2.6759519935012164,-0.369636365179391,2.5549235853175403,-0.02165891739239305,0.041223876761503575,9.69000637668796e-05,-1.5432100042289796e-14,-31.795080685427624,-2.5046446931518123,-0.08523617872215038,6,4
3.223717737133402,-0.07694343934118643,2.1231645976741147,0.018043465497714475,-0.0024113485283022845,0.015904278553031753,-1.241002934556079,-0.34121524894310556,-35.352907875507164,-2.2204460492503136e-16,6,5
3.777799116400375,-0.13266687122969126,1.1366492025606116,0.022687332127967436,-0.0033984065567275326,0.017168396754971893,-3.353309795856692e-07,-14.908147961188819,-0.0007552109040785147,-7.188891086261234,13,1
0.00814391408027225,0.0681006837850563,2.943760074215134,-0.0017063475092429707,-0.16382625854949587,1.1986793210900477,-8.673935257650371e-08,-16.26035820302899,-5.232205178192384,-0.005356050898883613,13,2
3.6838950185590402,-0.058211605774474776,1.1644042139581727,-0.07011653390441393,0.7970243704458282,2.4605037422455953,-0.013299489423422468,-4.326672008579432,-3.5652256961046493,-0.028698490092194124,13,3
4.188665847829187,-0.46763092762212305,1.2912468618340103,0.32310587904114463,2.0156435132515997,1.1432831008067799,-0.013907899804292806,-4.282244159385694,-3.1009179689620945,-0.046052176858823714,13,4
4.093912554477063,0.014091918317217346,2.0697281219969526,0.4784048832369607,0.15290148896733022,3.0691141966303386,-0.0401063008273523,-3.2362079589871966,-2.0247879922729095,-0.14158871425682923,13,5
3.99639737807002,-0.14290226755475421,0.9325068735361483,0.21049404565283372,-0.7904979123544562,0.9643320607367357,-0.0035829524952361524,-5.633359040473688,-1.5902584839536957,-0.2279964413699411,17,1
0.006206799193358487,0.0033578901283011844,0.0379928426878034,0.001207687894030657,-0.20926542426415168,2.575143761328907,-0.0001331403168940764,-8.924173541055985,-4.453634162917901e-06,-12.32179235601938,17,2
3.120564063498421,0.06497830152555681,2.22535038753203,0.013203559913539411,0.007357960407823661,0.021623429571018232,-8.619076237569075e-06,-11.661536953565543,-0.0008975601141145717,-7.016279206819564,17,3
3.918078995342715,0.2783574154125526,2.3152262815106672,0.014074565685460186,-0.3629076493027525,0.020753448252000463,-2.030607573041409e-09,-20.014930698093696,-2.9420910152570975e-13,-28.853918521121457,17,4
4.570458917990015,0.27536476111789054,2.671541622804653,0.2576492763895498,0.9192751057322948,1.615594392718208,-0.0033526947090922977,-5.699666744717986,-2.356916182402703,-0.09950198526361073,17,5
3.5627035699807075,-0.2513128119770822,1.01475323246852,-0.08345139852270791,0.09726456999656674,2.109800549170983,-0.02339209738393215,-3.767030281497062,-1.9307973208639566,-0.156691839916099,19,1
0.0009301099444250648,-0.08255699303967366,2.100872602980643,-0.00020429086782613993,-0.05889874857592057,0.017648311056231006,-1.2305993603131605e-05,-11.305430282433775,-0.0025167523926636595,-5.986044053937203,19,2
2.319219942692416,0.11542186973717543,1.751893945761643,-0.09169785608409707,-0.3769196477276338,0.0037929410639111483,-2.4594272513565704e-05,-10.613009263885605,-4.140910323717673e-06,-12.39459697974612,19,3
0.032833397792757776,-0.01326678180476025,0.048292367997936785,0.012333284815520422,-2.842339574856425,2.8116423470305665,-3.3733552180895248,-0.03487559068838273,-16.369329656716562,-7.77840359065675e-08,19,4
3.8410173481940157,0.016717401817499734,1.3122363251810898,-0.7122076919323023,-0.13133056447883618,1.6587220200760633,-0.0009761324857249925,-6.932400263734032,-4.007264554379301,-0.018350409654343265,19,5
3.5214487325343753,-0.25853890740061647,1.049712021680207,0.5871089520130863,0.7942266470046605,1.698077215753808,-0.008946518100488307,-4.720960785486976,-2.5338439408622206,-0.08267903350465884,20,1
0.004610164899715885,-0.09183054246803246,0.9970789650954952,0.002469560626959914,0.6924882944263312,1.4727317501491468,-0.013559105849935455,-4.307468831461338,-3.7317279311122338,-0.024242912729014035,20,2
4.027851765538249,0.38804699841499923,1.5045718276864488,0.004909874377565652,0.653462139171304,0.3713801016988462,-9.551854797218329e-09,-18.466530467067514,-1.0333576038601986,-0.43976200422658757,20,3
3.602077385540092,0.29631483883725307,1.0558435896111675,0.03992808244431602,0.05035052401280152,0.0067657259057760655,-4.687196149107216e-06,-12.270678333837136,-0.0346565462373452,-3.379546875369532,20,4
2.922320653996248,-0.1705997168255153,1.268503386243534,0.3549250094046095,0.8245299601461887,1.7817010444007135,-0.06048915450354605,-2.8353833205771832,-1.581130588608239,-0.2303473825832682,20,5
3.763772516975834,0.5370141001582378,1.1508715263208718,0.014962035453326323,0.02322615821826506,0.018134846482367843,-2.0552159765464585e-07,-15.39771481210721,-0.12288035853752692,-2.1573552009452923,25,1
-0.0026446002130321457,0.06767071375142292,2.7249321758835996,-0.0029398020753318224,-0.5073528458673965,1.0375566773685565,-0.01910166752552219,-3.967515273477305,-5.449524245797322,-0.004307613622273079,25,2
2.3575091391172176,0.07536186142636742,1.0186228000115956,0.001930418352564349,0.0065215391717031584,0.0035008925746172134,-5.647118173220728e-06,-12.084368024284867,-1.6238752490083816,-0.21956655191861146,25,3
2.3679200781219594,-0.0972038989021261,0.9358175765059087,-0.07212637733083009,-0.364930321596312,0.04953204834774319,-3.7122566043922056e-05,-10.201304085317313,-0.06195828705145582,-2.8121131072741345,25,4
