Stimulus,Bias,PC,ID,session_id
2.755591033172192,0.6093650717244598,2.675382250557302,1,1
-0.0797856317332107,0.21739413195299043,3.4457979619186454,1,2
0.003156378691634075,0.29764187835513817,2.9366828342844795,1,3
1.2075371800670496,0.43939376050224327,2.7762890824939386,1,4
3.4306941123935797,0.6345504858635496,3.7390091526525384,1,5
4.206858157705198,-0.15751390599083562,3.486518389574362,6,1
-0.000534925651976587,-0.3386254778474589,2.6946974792113414,6,2
-0.14298579476957582,-0.24600966441285488,3.7070893881821227,6,3
3.022953674333359,-0.3576822606580696,2.7022282642261484,6,4
3.6374858694353533,-0.08021937505390724,2.2267599994185896,6,5
5.323444749855045,-0.309366195817234,2.279479075823248,13,1
-0.007455975250301594,-0.036568593218227204,1.8526228051812406,13,2
3.3075349070427147,0.4548217072377445,1.8740048822951034,13,3
3.976304914307846,0.11338195322308706,1.6679294524511832,13,4
3.7719698018180696,-0.05568411317977515,2.4793642923529977,13,5
6.16269232238596,-1.646755338345198,2.511397784441905,17,1
-0.002717787791164127,-0.21307454137350956,2.6735540593627922,17,2
4.26726207487112,0.13268718351952571,2.4911388084525243,17,3
4.68831686136853,0.30129862717633826,2.4951356070456048,17,4
5.076869545523096,0.4489989406114708,2.9405591933109694,17,5
2.7615344147847845,-0.393436723172153,1.9762586444311314,19,1
-0.040790502167726984,-0.08441297781955098,2.1543673482847705,19,2
2.697069903189385,0.12574224036988188,1.8273757912616293,19,3
-0.42221974741728213,-4.871125499727835,3.4440480688447748,19,4
3.8407302010641664,-0.0001647466306864754,1.4584954804948878,19,5
3.1115930324608922,0.6257544704740771,1.9498348053794083,20,1
0.00370322013991781,0.22881746604064085,1.2624773607638733,20,2
5.566024249860102,0.5055241855974814,1.668871083828934,20,3
4.067236657435004,0.31468645560373887,1.074161491927738,20,4
2.178349362800789,0.10759416282182055,1.4298885414704152,20,5
5.975697288031868,1.6022771899275605,2.271873491992095,25,1
0.006162852621029454,-0.05609612416321654,2.3072200039724406,25,2
2.6503329580634096,0.08896996730554628,1.0492298434087217,25,3
2.49299145557982,-0.10642061513874845,0.9448551289560838,25,4
2.022844894557959,-0.2830811740504761,1.374680595716791,25,5
5.983502784333858,1.4626037929000786,2.4122382411674237,26,1
0.0057730164469533395,-0.2416970939210938,2.517067951526599,26,2
4.022167385188055,-0.30588284097511076,2.9050266300483503,26,3
2.6450933823794136,-0.12108330793117464,2.5769419196544647,26,4
3.842317338843418,-0.4666651137148378,2.38956373425116,26,5
6.238624286114886,-1.5066913946668168,2.3689842796850296,27,1
0.00797545126333272,0.10877346544574841,2.539940850554741,27,2
4.8309947874610035,0.07308633162088732,3.179959556307986,27,3
3.9958008705734263,0.4712429619183429,2.893092679740202,27,4
5.927415234228705,-0.012893165462184731,2.677116429751866,27,5
6.781111263552053,-0.042088843210860996,0.8429255375031566,28,1
0.007773784826626321,0.020065538466399194,2.5561138839036874,28,2
5.461063603787181,-0.3917175843852346,2.4243263048183907,28,3
3.2841274299873495,0.24043389156312395,1.8521522211832855,28,4
4.09196732146279,0.1608488955073905,1.672061805342572,28,5
2.971959141663741,0.8072317534219582,1.4579651355768133,41,1
0.007087922892873021,0.3379437478863885,2.5474232658461107,41,2
3.741422557661612,0.2902331244697465,2.6277100864533782,41,3
3.060524553309596,0.11890136037231938,2.2171569597925087,41,4
1.7967890869469048,-0.048148908265025006,2.4124178460361683,41,5
3.9341569928323405,-0.016136698104370562,1.4140400007288478,42,1
0.006276462568584642,-0.09542613181983713,2.6676883005328196,42,2
4.488460698134756,0.39725941950295296,2.4490473138075153,42,3
7.345531526765535,-0.06989020720943372,2.655784856919776,42,4
5.928782299326626,0.19312669871965438,2.369532752124962,42,5
2.2324461178811648,0.6706025082523301,1.518887368764068,43,1
0.006875921362760962,0.658043064432948,2.2397465343863803,43,2
1.6421798479084833,0.15819018208693048,2.169344226751591,43,3
3.5921442599287245,0.08304938775647785,2.419906298606597,43,4
6.2373486692345335,0.1575066824507136,2.286821417451827,43,5
6.958632584858421,0.08753109741732942,0.6897375691202119,46,1
-0.03450285439699988,0.059837675814085306,2.155797079611577,46,2
4.686151793247373,0.20120465426972517,1.988283326420946,46,3
2.1205355883948225,-0.06725801962825279,1.9144652864939957,46,4
3.273059208640994,-0.10335725927269712,2.1242272898997916,46,5
6.356773923740239,-1.0031514061326663,1.8412894004250488,51,1
0.004493805360623326,-0.218698715186969,2.6305189917855425,51,2
8.014566280748426,0.04606020549823436,1.9580444295738986,51,3
7.583532914576142,-0.18450330487273253,1.9670756088659802,51,4
5.38325075553445,8.020352246514064e-05,1.3889257241515822,51,5
5.055275399128899,1.0820644814804143,2.8343577896262118,53,1
0.0023241614729707753,0.023566223899492048,1.4786505785617672,53,2
2.939433326097028,-0.13301852213534365,1.6248519402407127,53,3
1.244671396460324,-0.11435479377224395,1.5475166399457023,53,4
2.29983879628141,0.005967327134139769,1.6149219416032077,53,5
6.141070322023708,0.9755572493036657,1.8992771132013506,58,1
0.00486757212875775,-0.19735677891885844,2.4513416723959383,58,2
9.683456453998755,-0.19329218718979074,2.3794784895570436,58,3
3.6578516611248055,-0.00086203208040668,1.9205355479590887,58,4
5.847956690293704,0.002525576449897764,2.5133611725901854,58,5
6.958632584858421,0.08753109741732942,0.6897375691202119,59,1
-0.12888370307663494,-0.04603325851044589,5.196621557696431,59,2
17.017319435518626,-0.06901919182886157,2.56065367987394,59,3
12.237540621546632,-0.28402856319412983,3.719837409823462,59,4
5.234424582755551,0.055358718894422496,2.704266075037023,59,5
6.234032225829818,-0.7742403543610373,-0.04747684900175207,66,1
0.009728272198382255,-0.3700478212207853,0.8998172933690116,66,2
7.224394527349193,-0.5041288335499761,0.9194701593439334,66,3
7.161479034778922,-0.1748171326234937,1.056066478419147,66,4
6.397203420681258,-0.5042532471496258,0.9003108839205696,66,5
3.721943180768384,-0.6983769482132262,1.3118678657410185,71,1
-0.010187084497880623,-0.4058111858729893,1.9121108596724845,71,2
2.674852701686266,-0.8416495976620779,1.8114769677538933,71,3
1.6941396943987097,-0.8167258439020104,1.908643143340544,71,4
3.424703512741733,-1.1283934239487539,1.8103239601860939,71,5
1.6571285914425289,-0.20452421383534794,1.9048511907710755,72,1
-0.02493895382824081,-0.11570328075170341,2.0035533384002284,72,2
0.4337954986374859,-0.34676427338171745,1.6461810851824143,72,3
0.43518873079225867,-0.1689675676600822,2.018172962143797,72,4
-0.18318062043872718,-0.04189972325911541,1.4922811382793824,72,5
1.5361089470632046,0.4936952310514896,1.6926001457866473,73,1
-0.005753216869279179,-0.011054736427219086,1.8401603143572698,73,2
1.737804744488336,-0.06307517769633529,1.3766112719671457,73,3
1.9166223317013764,0.00166717764807843,2.455278594409271,73,4
1.5628449890944338,0.3510296579621021,2.30481270535832,73,5
1.7522124308526748,0.013887292396606745,1.811641202527674,74,1
-0.03218748700396863,0.26849024666478993,2.3323982097907328,74,2
6.532513242111078,-0.22286586861978744,2.050983360693183,74,3
5.899508461061938,0.08566297545060408,2.2202542604099613,74,4
3.7484770147249424,0.049292374672727686,2.0669460441983154,74,5
1.6736243744164037,0.10592732397152504,2.549176657984504,75,1
-0.0114206589638748,0.031024483538554033,1.8962017207981223,75,2
1.1819789665224187,0.06886793637992,1.7541407872526067,75,3
0.9929764664978649,0.04633015505488891,1.887629348293035,75,4
1.406926725954492,0.15415201748651142,2.3002463439609993,75,5
4.880346014592583,0.05142894043876379,0.8163546445178528,76,1
0.01654021856261101,-0.19719688849695513,3.8605941509638058,76,2
8.863464699922922,0.22169773263376275,2.8855657609890937,76,3
6.76285411827604,-0.42961332373897976,3.2918487409579162,76,4
2.733978878275308,-0.31497094075571347,2.27568320557769,76,5
6.096762153144661,1.4764388390798808,2.289917266040771,78,1
0.006271439622485896,-0.03887448325406258,2.219727901418271,78,2
4.553514004969466,0.2457934770561197,1.5368072020387127,78,3
2.1320326091763073,0.18666493769056106,2.075397780669032,78,4
3.729582350710033,0.0074725040698344295,1.7448693386880163,78,5
4.869150949129407,0.020465252290475338,0.8371124243901252,85,1
-0.04201572882539735,-0.1589554568382767,3.294129450033245,85,2
5.279845222468413,-0.522778961936526,2.749597076189047,85,3
5.949784834915263,-0.5864494497475052,3.008354448903469,85,4
3.7873082651000356,0.2228840062784387,2.5828555957245576,85,5
6.340035054329203,0.8745449763422936,-0.2013949392499653,86,1
-0.03285600576609152,-0.09597335855871318,2.1602661218713446,86,2
5.144143137674971,0.11986151040845262,1.6463095196558084,86,3
8.373209121318181,0.11022968419877119,2.067988997713082,86,4
5.060999735159071,-0.0731156687528651,1.8202424524498801,86,5
