"Variable","Noise","switch_rate","beta_S","beta_P","mean","error"
"Stability",0,0.05,3.5,9.5,0.99955,2.061164680462e-04
"Stability",0,0.05,3.5,10,0.99995,5e-05
"Stability",0,0.05,4,1,0.82375,0.00381018969403762
"Stability",0,0.05,4,1.5,0.87525,0.00330413914409614
"Stability",0,0.05,4,2,0.89775,0.0030295068148387
"Stability",0,0.05,4,2.5,0.93005,0.00255026471861521
"Stability",0,0.05,4,3,0.94185,0.0023398515424112
"Stability",0,0.05,4,3.5,0.95215,0.00213400870413289
"Stability",0,0.05,4,4,0.96155,0.00192224588773791
"Stability",0,0.05,4,4.5,0.97215,0.00164475173531664
"Stability",0,0.05,4,5,0.97325,0.00161282481081705
"Stability",0,0.05,4,5.5,0.98335,0.00127864820968256
"Stability",0,0.05,4,6,0.98785,0.00109446678147561
"Stability",0,0.05,4,6.5,0.99105,9.40520179379891e-04
"Stability",0,0.05,4,7,0.99425,7.54487027766221e-04
"Stability",0,0.05,4,7.5,0.99695,5.49181126761471e-04
"Stability",0,0.05,4,8,0.99775,4.71185686959143e-04
"Stability",0,0.05,4,8.5,0.99895,3.19999984373437e-04
"Stability",0,0.05,4,9,0.99945,2.29074218321814e-04
"Stability",0,0.05,4,9.5,0.99965,1.80252598039279e-04
"Stability",0,0.05,4,10,0.99975,1.49986664740436e-04
"Stability",0,0.05,4.5,1,0.84705,0.00359922563790036
"Stability",0,0.05,4.5,1.5,0.87435,0.00331433345193616
"Stability",0,0.05,4.5,2,0.91305,0.00281731494092294
"Stability",0,0.05,4.5,2.5,0.92515,0.00263114804676673
"Stability",0,0.05,4.5,3,0.94475,0.00228424287818801
"Stability",0,0.05,4.5,3.5,0.94735,0.00223288968147398
"Stability",0,0.05,4.5,4,0.95705,0.00202692885767099
"Stability",0,0.05,4.5,4.5,0.96625,0.00180524780624827
"Stability",0,0.05,4.5,5,0.97245,0.00163611351584897
"Stability",0,0.05,4.5,5.5,0.98065,0.00137667980108937
"Stability",0,0.05,4.5,6,0.98315,0.00128618551434765
"Stability",0,0.05,4.5,6.5,0.98565,0.001188296661148
"Stability",0,0.05,4.5,7,0.99225,8.75540065925429e-04
"Stability",0,0.05,4.5,7.5,0.99555,6.63749807066366e-04
"Stability",0,0.05,4.5,8,0.99725,5.21316532533459e-04
"Stability",0,0.05,4.5,8.5,0.99835,4.02795201557118e-04
"Stability",0,0.05,4.5,9,0.99895,3.19999984373437e-04
"Stability",0,0.05,4.5,9.5,0.99925,2.69167225158469e-04
"Stability",0,0.05,4.5,10,0.99955,2.061164680462e-04
"Stability",0,0.05,5,1,0.85295,0.00354138163551866
"Stability",0,0.05,5,1.5,0.89385,0.00308004324915116
"Stability",0,0.05,5,2,0.91045,0.0028550647785101
"Stability",0,0.05,5,2.5,0.93025,0.00254688877147029
"Stability",0,0.05,5,3,0.93915,0.00239014623609163
"Stability",0,0.05,5,3.5,0.94805,0.0022188087031572
"Stability",0,0.05,5,4,0.95745,0.00201788427212602
"Stability",0,0.05,5,4.5,0.96175,0.00191743615438445
"Stability",0,0.05,5,5,0.96865,0.00174198771583505
"Stability",0,0.05,5,5.5,0.97605,0.00152819281745751
"Stability",0,0.05,5,6,0.97975,0.00140772579687662
"Stability",0,0.05,5,6.5,0.98535,0.00120049234407672
"Stability",0,0.05,5,7,0.98935,0.00102531111194975
"Stability",0,0.05,5,7.5,0.99325,8.17319124366429e-04
"Stability",0,0.05,5,8,0.99495,7.07106604392151e-04
"Stability",0,0.05,5,8.5,0.99715,5.30769179203314e-04
"Stability",0,0.05,5,9,0.99835,4.02795201557118e-04
"Stability",0,0.05,5,9.5,0.99875,3.49794204638327e-04
"Stability",0,0.05,5,10,0.99925,2.69167225158469e-04
"Stability",0,0.05,5.5,1,0.86085,0.00346084173179723
"Stability",0,0.05,5.5,1.5,0.88995,0.003129277710255
"Stability",0,0.05,5.5,2,0.91945,0.00272110459023888
"Stability",0,0.05,5.5,2.5,0.92835,0.00257871920326214
"Stability",0,0.05,5.5,3,0.94675,0.00224487142054272
"Stability",0,0.05,5.5,3.5,0.94955,0.00218825469172571
"Stability",0,0.05,5.5,4,0.95625,0.00204487454412003
"Stability",0,0.05,5.5,4.5,0.95765,0.00201334376232936
"Stability",0,0.05,5.5,5,0.96385,0.00186605626029781
"Stability",0,0.05,5.5,5.5,0.96895,0.00173389457264244
"Stability",0,0.05,5.5,6,0.97605,0.00152819281745751
"Stability",0,0.05,5.5,6.5,0.98155,0.00134485709800759
"Stability",0,0.05,5.5,7,0.98755,0.00110775559680203
"Stability",0,0.05,5.5,7.5,0.98995,9.96242440322631e-04
"Stability",0,0.05,5.5,8,0.99335,8.11260478734442e-04
"Stability",0,0.05,5.5,8.5,0.99555,6.63749807066366e-04
"Stability",0,0.05,5.5,9,0.99765,4.81633623301685e-04
"Stability",0,0.05,5.5,9.5,0.99835,4.02795201557118e-04
"Stability",0,0.05,5.5,10,0.99925,2.69167225158469e-04
"Stability",0,0.05,6,1,0.85975,0.00347227582716898
"Stability",0,0.05,6,1.5,0.89115,0.00311426357486989
"Stability",0,0.05,6,2,0.91975,0.00271647412525268
"Stability",0,0.05,6,2.5,0.93445,0.00247455694887172
"Stability",0,0.05,6,3,0.94365,0.00230553666202253
"Stability",0,0.05,6,3.5,0.94955,0.00218825469172571
"Stability",0,0.05,6,4,0.95515,0.00206924525554434
"Stability",0,0.05,6,4.5,0.95625,0.00204487454412003
"Stability",0,0.05,6,5,0.96445,0.00185107060811835
"Stability",0,0.05,6,5.5,0.96445,0.00185107060811835
"Stability",0,0.05,6,6,0.97315,0.00161575642250981
"Stability",0,0.05,6,6.5,0.97625,0.0015219478908748
"Stability",0,0.05,6,7,0.98305,0.00128993648820954
"Stability",0,0.05,6,7.5,0.98885,0.00104889359220885
"Stability",0,0.05,6,8,0.99025,9.81371519357425e-04
"Stability",0,0.05,6,8.5,0.99435,7.47906201584555e-04
"Stability",0,0.05,6,9,0.99615,6.17297218190361e-04
"Stability",0,0.05,6,9.5,0.99705,5.40054548996293e-04
"Stability",0,0.05,6,10,0.99815,4.26820767532181e-04
"Stability",0,0.05,6.5,1,0.86785,0.00338633791557308
"Stability",0,0.05,6.5,1.5,0.89545,0.00305947148811337
"Stability",0,0.05,6.5,2,0.91745,0.00275169164891219
"Stability",0,0.05,6.5,2.5,0.93685,0.00243193321863862
"Stability",0,0.05,6.5,3,0.93865,0.00239931103013801
"Stability",0,0.05,6.5,3.5,0.94685,0.00224288002378195
"Stability",0,0.05,6.5,4,0.95575,0.00205599524844932
"Stability",0,0.05,6.5,4.5,0.95045,0.00216966598697807
"Stability",0,0.05,6.5,5,0.96025,0.00195317056027469
"Stability",0,0.05,6.5,5.5,0.96345,0.00187596952964797
"Stability",0,0.05,6.5,6,0.96805,0.00175804687732787
"Stability",0,0.05,6.5,6.5,0.97235,0.00163899859110317
"Stability",0,0.05,6.5,7,0.97625,0.0015219478908748
"Stability",0,0.05,6.5,7.5,0.98265,0.00130482489507239
"Stability",0,0.05,6.5,8,0.98645,0.00115510743107199
"Stability",0,0.05,6.5,8.5,0.99165,9.08631009283253e-04
"Stability",0,0.05,6.5,9,0.99465,7.27798542916862e-04
"Stability",0,0.05,6.5,9.5,0.99705,5.40054548996293e-04
"Stability",0,0.05,6.5,10,0.99795,4.49555291366924e-04
"Stability",0,0.05,7,1,0.88035,0.00324529520137913
"Stability",0,0.05,7,1.5,0.90105,0.00298567934951458
"Stability",0,0.05,7,2,0.92325,0.00266160706439108
"Stability",0,0.05,7,2.5,0.93425,0.00247806534029736
"Stability",0,0.05,7,3,0.93975,0.00237908800929591
"Stability",0,0.05,7,3.5,0.94805,0.0022188087031572
"Stability",0,0.05,7,4,0.95225,0.00213188842222675
"Stability",0,0.05,7,4.5,0.95595,0.00205155566292114
"Stability",0,0.05,7,5,0.95985,0.00196257048747092
"Stability",0,0.05,7,5.5,0.96195,0.00191261223423773
"Stability",0,0.05,7,6,0.96335,0.00187843834156469
"Stability",0,0.05,7,6.5,0.96825,0.00175271245505217
"Stability",0,0.05,7,7,0.97145,0.00166471225041677
"Stability",0,0.05,7,7.5,0.97675,0.00150621068149901
"Stability",0,0.05,7,8,0.98335,0.00127864820968256
"Stability",0,0.05,7,8.5,0.98995,9.96242440322631e-04
"Stability",0,0.05,7,9,0.99155,9.14025871805297e-04
"Stability",0,0.05,7,9.5,0.99515,6.92961593147093e-04
"Stability",0,0.05,7,10,0.99685,5.58156701912992e-04
"Stability",0,0.05,7.5,1,0.87725,0.00328128335137994
"Stability",0,0.05,7.5,1.5,0.90235,0.00296813556511041
"Stability",0,0.05,7.5,2,0.92505,0.0026327633570622
"Stability",0,0.05,7.5,2.5,0.93585,0.00244981181068889
"Stability",0,0.05,7.5,3,0.94485,0.00228229459905238
"Stability",0,0.05,7.5,3.5,0.94865,0.00220665010376998
"Stability",0,0.05,7.5,4,0.95375,0.00209977014300741
"Stability",0,0.05,7.5,4.5,0.95365,0.00210192996100158
"Stability",0,0.05,7.5,5,0.95425,0.00208893037533837
"Stability",0,0.05,7.5,5.5,0.96185,0.00191502597435341
"Stability",0,0.05,7.5,6,0.96475,0.00184352477834198
"Stability",0,0.05,7.5,6.5,0.96695,0.00178706158509182
"Stability",0,0.05,7.5,7,0.97095,0.00167880659671057
"Stability",0,0.05,7.5,7.5,0.97465,0.00157114117712567
"Stability",0,0.05,7.5,8,0.98085,0.00136967709754349
"Stability",0,0.05,7.5,8.5,0.98395,0.00125574577034684
"Stability",0,0.05,7.5,9,0.98845,0.00106736763927324
"Stability",0,0.05,7.5,9.5,0.99345,8.0515500213173e-04
"Stability",0,0.05,7.5,10,0.99485,7.14071943065954e-04
"Stability",0,0.05,8,1,0.88985,0.0031305235612876
"Stability",0,0.05,8,1.5,0.90705,0.00290333819719108
"Stability",0,0.05,8,2,0.92885,0.00257039460839076
"Stability",0,0.05,8,2.5,0.93365,0.00248855119270307
"Stability",0,0.05,8,3,0.93775,0.00241569395986552
"Stability",0,0.05,8,3.5,0.94585,0.00226269523554828
"Stability",0,0.05,8,4,0.95055,0.00216758842817528
"Stability",0,0.05,8,4.5,0.95385,0.00209760762436033
"Stability",0,0.05,8,5,0.95245,0.00212764010942723
"Stability",0,0.05,8,5.5,0.95755,0.0020156155438481
"Stability",0,0.05,8,6,0.96045,0.0019484505115449
"Stability",0,0.05,8,6.5,0.96505,0.0018359430325263
"Stability",0,0.05,8,7,0.97085,0.00168160950611404
"Stability",0,0.05,8,7.5,0.97065,0.00168719957747785
"Stability",0,0.05,8,8,0.97615,0.00152507387854933
"Stability",0,0.05,8,8.5,0.98095,0.00136616118728317
"Stability",0,0.05,8,9,0.98715,0.00112521747295185
"Stability",0,0.05,8,9.5,0.98955,0.00101571793244573
"Stability",0,0.05,8,10,0.99355,7.99001620999004e-04
"Stability",0,0.05,8.5,1,0.88595,0.00317848549265255
"Stability",0,0.05,8.5,1.5,0.90935,0.00287081554757369
"Stability",0,0.05,8.5,2,0.92335,0.00266001603726967
"Stability",0,0.05,8.5,2.5,0.93525,0.00246045709877524
"Stability",0,0.05,8.5,3,0.94325,0.00231321828798857
"Stability",0,0.05,8.5,3.5,0.94515,0.00227643712116031
"Stability",0,0.05,8.5,4,0.95195,0.00213824155737741
"Stability",0,0.05,8.5,4.5,0.95195,0.00213824155737741
"Stability",0,0.05,8.5,5,0.95455,0.00208239366747468
"Stability",0,0.05,8.5,5.5,0.95495,0.00207363925213013
"Stability",0,0.05,8.5,6,0.95555,0.00206042332651046
"Stability",0,0.05,8.5,6.5,0.96245,0.00190048965692887
"Stability",0,0.05,8.5,7,0.96515,0.00183340772562702
"Stability",0,0.05,8.5,7.5,0.96845,0.00174735945829919
"Stability",0,0.05,8.5,8,0.97115,0.00167318489856037
"Stability",0,0.05,8.5,8.5,0.97525,0.00155289564958173
"Stability",0,0.05,8.5,9,0.98185,0.00133406736095759
"Stability",0,0.05,8.5,9.5,0.98755,0.00110775559680203
"Stability",0,0.05,8.5,10,0.99025,9.81371519357425e-04
"Stability",0,0.05,9,1,0.88675,0.00316874546860181
"Stability",0,0.05,9,1.5,0.91495,0.00278925218343094
"Stability",0,0.05,9,2,0.92405,0.0026488415177467
"Stability",0,0.05,9,2.5,0.93935,0.00238646753020595
"Stability",0,0.05,9,3,0.94405,0.00229782239278298
"Stability",0,0.05,9,3.5,0.94615,0.0022567735935856
"Stability",0,0.05,9,4,0.95055,0.00216758842817528
"Stability",0,0.05,9,4.5,0.95585,0.0020537768987782
"Stability",0,0.05,9,5,0.95455,0.00208239366747468
"Stability",0,0.05,9,5.5,0.95785,0.00200879099811987
"Stability",0,0.05,9,6,0.95825,0.00199964837142957
"Stability",0,0.05,9,6.5,0.96045,0.0019484505115449
"Stability",0,0.05,9,7,0.96085,0.00193896975488816
"Stability",0,0.05,9,7.5,0.96605,0.00181040534321756
"Stability",0,0.05,9,8,0.96465,0.00184604402381248
"Stability",0,0.05,9,8.5,0.97325,0.00161282481081705
"Stability",0,0.05,9,9,0.97525,0.00155289564958173
"Stability",0,0.05,9,9.5,0.98405,0.00125188516711684
"Stability",0,0.05,9,10,0.98585,0.00118009195052808
"Stability",0,0.05,9.5,1,0.89545,0.00305947148811337
"Stability",0,0.05,9.5,1.5,0.91355,0.00280996963381
"Stability",0,0.05,9.5,2,0.93345,0.00249203346146823
"Stability",0,0.05,9.5,2.5,0.93365,0.00248855119270307
"Stability",0,0.05,9.5,3,0.94605,0.00225874964194673
"Stability",0,0.05,9.5,3.5,0.94775,0.00222485701762493
"Stability",0,0.05,9.5,4,0.95045,0.00216966598697807
"Stability",0,0.05,9.5,4.5,0.95105,0.00215716366683396
"Stability",0,0.05,9.5,5,0.95175,0.00214246418062859
"Stability",0,0.05,9.5,5.5,0.95415,0.00209110378066277
"Stability",0,0.05,9.5,6,0.95785,0.00200879099811987
"Stability",0,0.05,9.5,6.5,0.95765,0.00201334376232936
"Stability",0,0.05,9.5,7,0.96025,0.00195317056027469
"Stability",0,0.05,9.5,7.5,0.96385,0.00186605626029781
"Stability",0,0.05,9.5,8,0.96665,0.00179488158662097
"Stability",0,0.05,9.5,8.5,0.96995,0.00170660217950755
"Stability",0,0.05,9.5,9,0.97465,0.00157114117712567
"Stability",0,0.05,9.5,9.5,0.97655,0.0015125271977232
"Stability",0,0.05,9.5,10,0.98345,0.00127486166984019
"Stability",0,0.05,10,1,0.89725,0.00303606085521217
"Stability",0,0.05,10,1.5,0.92145,0.00269002107265671
"Stability",0,0.05,10,2,0.93005,0.00255026471861521
"Stability",0,0.05,10,2.5,0.93615,0.00244446625902857
"Stability",0,0.05,10,3,0.94715,0.00223689251391565
"Stability",0,0.05,10,3.5,0.94765,0.00222686857366223
"Stability",0,0.05,10,4,0.95135,0.00215087897800825
"Stability",0,0.05,10,4.5,0.95395,0.00209544239669903
"Stability",0,0.05,10,5,0.95625,0.00204487454412003
"Stability",0,0.05,10,5.5,0.95395,0.00209544239669903
"Stability",0,0.05,10,6,0.95625,0.00204487454412003
"Stability",0,0.05,10,6.5,0.95735,0.00202014995744996
"Stability",0,0.05,10,7,0.96025,0.00195317056027469
"Stability",0,0.05,10,7.5,0.96155,0.00192224588773791
"Stability",0,0.05,10,8,0.96085,0.00193896975488816
"Stability",0,0.05,10,8.5,0.96685,0.00178967260771468
"Stability",0,0.05,10,9,0.96925,0.00172575826063717
"Stability",0,0.05,10,9.5,0.97345,0.0016069436756768
"Stability",0,0.05,10,10,0.98015,0.0013940201143484
"Stability",0,0.1,1,1,0.74645,0.0043503600211053
"Stability",0,0.1,1,1.5,0.82315,0.00381528025003913
"Stability",0,0.1,1,2,0.87715,0.00328243281523303
"Stability",0,0.1,1,2.5,0.92135,0.00269158730384534
"Stability",0,0.1,1,3,0.94805,0.0022188087031572
"Stability",0,0.1,1,3.5,0.96485,0.00184100154227743
"Stability",0,0.1,1,4,0.97835,0.0014545924975516
"Stability",0,0.1,1,4.5,0.98605,0.00117182638121301
"Stability",0,0.1,1,5,0.99325,8.17319124366429e-04
"Stability",0,0.1,1,5.5,0.99515,6.92961593147093e-04
"Stability",0,0.1,1,6,0.99685,5.58156701912992e-04
"Stability",0,0.1,1,6.5,0.99805,4.38336587448949e-04
"Stability",0,0.1,1,7,0.99815,4.26820767532181e-04
"Stability",0,0.1,1,7.5,0.99915,2.87116689865567e-04
"Stability",0,0.1,1,8,0.99925,2.69167225158469e-04
"Stability",0,0.1,1,8.5,0.99965,1.80252598039279e-04
"Stability",0,0.1,1,9,0.99985,1.11798926202312e-04
"Stability",0,0.1,1,9.5,0.99995,5e-05
"Stability",0,0.1,1,10,0.99975,1.49986664740436e-04
"Stability",0,0.1,1.5,1,0.75235,0.0043164002225336
"Stability",0,0.1,1.5,1.5,0.83365,0.00372379570001384
"Stability",0,0.1,1.5,2,0.86845,0.00337980799161817
"Stability",0,0.1,1.5,2.5,0.91135,0.0028420811903514
"Stability",0,0.1,1.5,3,0.94655,0.00224884758966635
"Stability",0,0.1,1.5,3.5,0.96075,0.00194134505744425
"Stability",0,0.1,1.5,4,0.97685,0.00150304147094029
"Stability",0,0.1,1.5,4.5,0.98715,0.00112521747295185
"Stability",0,0.1,1.5,5,0.98915,0.00103481149659411
"Stability",0,0.1,1.5,5.5,0.99465,7.27798542916862e-04
"Stability",0,0.1,1.5,6,0.99635,6.01002388004439e-04
"Stability",0,0.1,1.5,6.5,0.99755,4.91857644440177e-04
"Stability",0,0.1,1.5,7,0.99835,4.02795201557118e-04
"Stability",0,0.1,1.5,7.5,0.99925,2.69167225158469e-04
"Stability",0,0.1,1.5,8,0.99945,2.29074218321814e-04
"Stability",0,0.1,1.5,8.5,0.99945,2.29074218321814e-04
"Stability",0,0.1,1.5,9,0.99965,1.80252598039279e-04
"Stability",0,0.1,1.5,9.5,0.99945,2.29074218321814e-04
"Stability",0,0.1,1.5,10,0.99995,5e-05
"Stability",0,0.1,2,1,0.77085,0.00420277218980615
"Stability",0,0.1,2,1.5,0.83195,0.00373895944505596
"Stability",0,0.1,2,2,0.87735,0.00328013317982178
"Stability",0,0.1,2,2.5,0.91185,0.00283483004360713
"Stability",0,0.1,2,3,0.93615,0.00244446625902857
"Stability",0,0.1,2,3.5,0.95735,0.00202014995744996
"Stability",0,0.1,2,4,0.97315,0.00161575642250981
"Stability",0,0.1,2,4.5,0.98105,0.00136263547126249
"Stability",0,0.1,2,5,0.98595,0.00117596685319102
"Stability",0,0.1,2,5.5,0.99245,8.64218975401341e-04
"Stability",0,0.1,2,6,0.99575,6.48641521629905e-04
"Stability",0,0.1,2,6.5,0.99615,6.17297218190361e-04
"Stability",0,0.1,2,7,0.99785,4.60498594889919e-04
"Stability",0,0.1,2,7.5,0.99905,3.04004920846999e-04
"Stability",0,0.1,2,8,0.99935,2.49927982426218e-04
"Stability",0,0.1,2,8.5,0.99945,2.29074218321814e-04
"Stability",0,0.1,2,9,0.99985,1.11798926202312e-04
"Stability",0,0.1,2,9.5,0.99985,1.11798926202312e-04
"Stability",0,0.1,2,10,0.99985,1.11798926202312e-04
"Stability",0,0.1,2.5,1,0.77375,0.00418393884807468
"Stability",0,0.1,2.5,1.5,0.82965,0.00375925537175848
"Stability",0,0.1,2.5,2,0.87715,0.00328243281523303
"Stability",0,0.1,2.5,2.5,0.90675,0.00290754004768858
"Stability",0,0.1,2.5,3,0.92935,0.00256203320654029
"Stability",0,0.1,2.5,3.5,0.94985,0.00218208017666394
"Stability",0,0.1,2.5,4,0.96965,0.00171484163064168
"Stability",0,0.1,2.5,4.5,0.97815,0.00146115408055575
"Stability",0,0.1,2.5,5,0.98585,0.00118009195052808
"Stability",0,0.1,2.5,5.5,0.99135,9.24717935549015e-04
"Stability",0,0.1,2.5,6,0.99455,7.34563617647129e-04
"Stability",0,0.1,2.5,6.5,0.99555,6.63749807066366e-04
"Stability",0,0.1,2.5,7,0.99805,4.38336587448949e-04
"Stability",0,0.1,2.5,7.5,0.99875,3.49794204638327e-04
"Stability",0,0.1,2.5,8,0.99855,3.77231998109969e-04
"Stability",0,0.1,2.5,8.5,0.99915,2.87116689865567e-04
"Stability",0,0.1,2.5,9,0.99975,1.49986664740436e-04
"Stability",0,0.1,2.5,9.5,0.99995,5e-05
"Stability",0,0.1,2.5,10,0.99985,1.11798926202312e-04
"Stability",0,0.1,3,1,0.77825,0.00415414485086211
"Stability",0,0.1,3,1.5,0.83285,0.00373094890717828
"Stability",0,0.1,3,2,0.87715,0.00328243281523303
"Stability",0,0.1,3,2.5,0.90425,0.00294220315511023
"Stability",0,0.1,3,3,0.92835,0.00257871920326214
"Stability",0,0.1,3,3.5,0.94465,0.00228618905955776
"Stability",0,0.1,3,4,0.95725,0.00202241261004685
"Stability",0,0.1,3,4.5,0.97015,0.00170108410101084
"Stability",0,0.1,3,5,0.98435,0.00124022641729509
"Stability",0,0.1,3,5.5,0.98955,0.00101571793244573
"Stability",0,0.1,3,6,0.99245,8.64218975401341e-04
"Stability",0,0.1,3,6.5,0.99475,7.20968605122967e-04
"Stability",0,0.1,3,7,0.99715,5.30769179203314e-04
"Stability",0,0.1,3,7.5,0.99775,4.71185686959143e-04
"Stability",0,0.1,3,8,0.99885,3.35229753898412e-04
"Stability",0,0.1,3,8.5,0.99905,3.04004920846999e-04
"Stability",0,0.1,3,9,0.99965,1.80252598039279e-04
"Stability",0,0.1,3,9.5,0.99975,1.49986664740436e-04
"Stability",0,0.1,3,10,0.99955,2.061164680462e-04
"Stability",0,0.1,3.5,1,0.79535,0.0040343481935171
"Stability",0,0.1,3.5,1.5,0.84005,0.00366543903159355
"Stability",0,0.1,3.5,2,0.87435,0.00331433345193616
"Stability",0,0.1,3.5,2.5,0.90225,0.00296949078758526
"Stability",0,0.1,3.5,3,0.92075,0.00270095784256747
"Stability",0,0.1,3.5,3.5,0.93735,0.00242292897305737
"Stability",0,0.1,3.5,4,0.95395,0.00209544239669903
"Stability",0,0.1,3.5,4.5,0.96565,0.00182066999588706
"Stability",0,0.1,3.5,5,0.97685,0.00150304147094029
"Stability",0,0.1,3.5,5.5,0.98245,0.00131220118015254
"Stability",0,0.1,3.5,6,0.98875,0.00105354389821903
"Stability",0,0.1,3.5,6.5,0.99375,7.86546639152159e-04
"Stability",0,0.1,3.5,7,0.99595,6.33166518369377e-04
"Stability",0,0.1,3.5,7.5,0.99705,5.40054548996293e-04
"Stability",0,0.1,3.5,8,0.99845,3.90224265644449e-04
"Stability",0,0.1,3.5,8.5,0.99895,3.19999984373437e-04
"Stability",0,0.1,3.5,9,0.99965,1.80252598039279e-04
"Stability",0,0.1,3.5,9.5,0.99955,2.061164680462e-04
"Stability",0,0.1,3.5,10,0.99975,1.49986664740436e-04
"Stability",0,0.1,4,1,0.80445,0.00396611809699055
"Stability",0,0.1,4,1.5,0.84925,0.00357787980127718
"Stability",0,0.1,4,2,0.87655,0.00328931477806107
"Stability",0,0.1,4,2.5,0.89655,0.00304519902037738
"Stability",0,0.1,4,3,0.91685,0.00276077343094172
"Stability",0,0.1,4,3.5,0.93265,0.00250589818280198
"Stability",0,0.1,4,4,0.94095,0.00235677007502188
"Stability",0,0.1,4,4.5,0.95925,0.0019765713833412
"Stability",0,0.1,4,5,0.96795,0.00176070717581769
"Stability",0,0.1,4,5.5,0.97865,0.00144468905396499
"Stability",0,0.1,4,6,0.98665,0.00114665131183071
"Stability",0,0.1,4,6.5,0.99015,9.86354418808955e-04
"Stability",0,0.1,4,7,0.99475,7.20968605122967e-04
"Stability",0,0.1,4,7.5,0.99745,5.01871435223952e-04
"Stability",0,0.1,4,8,0.99815,4.26820767532181e-04
"Stability",0,0.1,4,8.5,0.99835,4.02795201557118e-04
"Stability",0,0.1,4,9,0.99875,3.49794204638327e-04
"Stability",0,0.1,4,9.5,0.99905,3.04004920846999e-04
"Stability",0,0.1,4,10,0.99965,1.80252598039279e-04
"Stability",0,0.1,4.5,1,0.80205,0.00398442810409871
"Stability",0,0.1,4.5,1.5,0.84735,0.00359633022803954
"Stability",0,0.1,4.5,2,0.87035,0.00335897544224458
"Stability",0,0.1,4.5,2.5,0.90015,0.00299773187420739
"Stability",0,0.1,4.5,3,0.91425,0.00279963882451912
"Stability",0,0.1,4.5,3.5,0.92125,0.00269315225282673
"Stability",0,0.1,4.5,4,0.93965,0.00238093566386485
"Stability",0,0.1,4.5,4.5,0.94905,0.00219849791660327
"Stability",0,0.1,4.5,5,0.96245,0.00190048965692887
"Stability",0,0.1,4.5,5.5,0.97185,0.00165333937928978
"Stability",0,0.1,4.5,6,0.98115,0.00135909987316846
"Stability",0,0.1,4.5,6.5,0.98635,0.00115931106706312
"Stability",0,0.1,4.5,7,0.99195,8.9224400246569e-04
"Stability",0,0.1,4.5,7.5,0.99555,6.63749807066366e-04
"Stability",0,0.1,4.5,8,0.99505,7.00070539214433e-04
"Stability",0,0.1,4.5,8.5,0.99765,4.81633623301685e-04
"Stability",0,0.1,4.5,9,0.99875,3.49794204638327e-04
"Stability",0,0.1,4.5,9.5,0.99965,1.80252598039279e-04
"Stability",0,0.1,4.5,10,0.99925,2.69167225158469e-04
"Stability",0,0.1,5,1,0.81765,0.00386119652878009
"Stability",0,0.1,5,1.5,0.85465,0.00352435524003835
"Stability",0,0.1,5,2,0.88115,0.00323589475284428
"Stability",0,0.1,5,2.5,0.89765,0.00303081941669801
"Stability",0,0.1,5,3,0.91075,0.00285074664353789
"Stability",0,0.1,5,3.5,0.92375,0.00265363862079843
"Stability",0,0.1,5,4,0.93145,0.00252650511038614
"Stability",0,0.1,5,4.5,0.94435,0.00229201507048019
"Stability",0,0.1,5,5,0.95555,0.00206042332651046
"Stability",0,0.1,5,5.5,0.96425,0.00185608142435222
"Stability",0,0.1,5,6,0.97715,0.00149348947136567
"Stability",0,0.1,5,6.5,0.98285,0.00129740359010123
"Stability",0,0.1,5,7,0.98825,0.00107648020463132
"Stability",0,0.1,5,7.5,0.99225,8.75540065925429e-04
"Stability",0,0.1,5,8,0.99565,6.56239906651149e-04
"Stability",0,0.1,5,8.5,0.99595,6.33166518369377e-04
"Stability",0,0.1,5,9,0.99815,4.26820767532181e-04
"Stability",0,0.1,5,9.5,0.99915,2.87116689865567e-04
"Stability",0,0.1,5,10,0.99945,2.29074218321814e-04
"Stability",0,0.1,5.5,1,0.82165,0.00382793587450285
"Stability",0,0.1,5.5,1.5,0.85185,0.00355231187284622
"Stability",0,0.1,5.5,2,0.87655,0.00328931477806107
"Stability",0,0.1,5.5,2.5,0.89515,0.00306334558262953
"Stability",0,0.1,5.5,3,0.90795,0.0028906773170894
"Stability",0,0.1,5.5,3.5,0.92245,0.00267428774283792
"Stability",0,0.1,5.5,4,0.93085,0.00253672451147631
"Stability",0,0.1,5.5,4.5,0.93905,0.00239198284027934
"Stability",0,0.1,5.5,5,0.94875,0.00220461556353444
"Stability",0,0.1,5.5,5.5,0.95545,0.00206263307340873
"Stability",0,0.1,5.5,6,0.96805,0.00175804687732787
"Stability",0,0.1,5.5,6.5,0.97625,0.0015219478908748
"Stability",0,0.1,5.5,7,0.98525,0.00120452847159537
"Stability",0,0.1,5.5,7.5,0.98945,0.00102052628451684
"Stability",0,0.1,5.5,8,0.99235,8.69898512668136e-04
"Stability",0,0.1,5.5,8.5,0.99525,6.85777499687696e-04
"Stability",0,0.1,5.5,9,0.99615,6.17297218190361e-04
"Stability",0,0.1,5.5,9.5,0.99845,3.90224265644449e-04
"Stability",0,0.1,5.5,10,0.99915,2.87116689865567e-04
"Stability",0,0.1,6,1,0.82925,0.00376275957057564
"Stability",0,0.1,6,1.5,0.85285,0.00354237809871553
"Stability",0,0.1,6,2,0.88495,0.00319059049969965
"Stability",0,0.1,6,2.5,0.89105,0.0031155192819239
"Stability",0,0.1,6,3,0.90745,0.00289772142017532
