"Variable","Noise","switch_rate","beta_S","beta_P","mean","error"
"Error",0.5,0.1,6.5,1,0.1877,0.00390491944085713
"Error",0.5,0.1,6.5,1.5,0.1719,0.00377312372527918
"Error",0.5,0.1,6.5,2,0.1726,0.0037791999464468
"Error",0.5,0.1,6.5,2.5,0.164,0.0037029408822067
"Error",0.5,0.1,6.5,3,0.1636,0.00369930702797818
"Error",0.5,0.1,6.5,3.5,0.1665,0.00372547485782573
"Error",0.5,0.1,6.5,4,0.1729,0.00378179708589976
"Error",0.5,0.1,6.5,4.5,0.1773,0.00381941484955213
"Error",0.5,0.1,6.5,5,0.1782,0.00382700151477098
"Error",0.5,0.1,6.5,5.5,0.1969,0.003976760045822
"Error",0.5,0.1,6.5,6,0.2083,0.00406112795612593
"Error",0.5,0.1,6.5,6.5,0.2415,0.00428014099775884
"Error",0.5,0.1,6.5,7,0.2467,0.004311121614726
"Error",0.5,0.1,6.5,7.5,0.2598,0.00438546682029669
"Error",0.5,0.1,6.5,8,0.308,0.00461689631388418
"Error",0.5,0.1,6.5,8.5,0.3043,0.00460133330968565
"Error",0.5,0.1,6.5,9,0.3211,0.00466922468573923
"Error",0.5,0.1,6.5,9.5,0.3574,0.00479257977315852
"Error",0.5,0.1,6.5,10,0.3805,0.00485534060939532
"Error",0.5,0.1,7,1,0.1875,0.00390331891982438
"Error",0.5,0.1,7,1.5,0.1755,0.00380413224562636
"Error",0.5,0.1,7,2,0.1729,0.00378179708589976
"Error",0.5,0.1,7,2.5,0.1558,0.00362683765767638
"Error",0.5,0.1,7,3,0.161,0.00367549329003503
"Error",0.5,0.1,7,3.5,0.1559,0.00362778652672788
"Error",0.5,0.1,7,4,0.1561,0.00362968269407203
"Error",0.5,0.1,7,4.5,0.1669,0.003729052102473
"Error",0.5,0.1,7,5,0.1675,0.00373440351019513
"Error",0.5,0.1,7,5.5,0.1679,0.00373796150804467
"Error",0.5,0.1,7,6,0.1837,0.00387258708011444
"Error",0.5,0.1,7,6.5,0.1887,0.00391289689056684
"Error",0.5,0.1,7,7,0.2367,0.00425077850655514
"Error",0.5,0.1,7,7.5,0.2447,0.0042993068515681
"Error",0.5,0.1,7,8,0.2644,0.00441035249395239
"Error",0.5,0.1,7,8.5,0.2943,0.00455750239526084
"Error",0.5,0.1,7,9,0.3218,0.00467190096918445
"Error",0.5,0.1,7,9.5,0.3394,0.00473529368684035
"Error",0.5,0.1,7,10,0.349,0.00476677797020395
"Error",0.5,0.1,7.5,1,0.1826,0.00386357563943974
"Error",0.5,0.1,7.5,1.5,0.1764,0.00381179183268152
"Error",0.5,0.1,7.5,2,0.1732,0.00378439006456999
"Error",0.5,0.1,7.5,2.5,0.1606,0.00367179958756209
"Error",0.5,0.1,7.5,3,0.1593,0.00365973911215498
"Error",0.5,0.1,7.5,3.5,0.1627,0.00369110192535269
"Error",0.5,0.1,7.5,4,0.1558,0.00362683765767638
"Error",0.5,0.1,7.5,4.5,0.1566,0.00363441396878364
"Error",0.5,0.1,7.5,5,0.1635,0.00369839733050431
"Error",0.5,0.1,7.5,5.5,0.1693,0.00375035431869465
"Error",0.5,0.1,7.5,6,0.1738,0.0037895635737124
"Error",0.5,0.1,7.5,6.5,0.1808,0.00384871631349028
"Error",0.5,0.1,7.5,7,0.2157,0.00411327641963076
"Error",0.5,0.1,7.5,7.5,0.2309,0.00421429650469719
"Error",0.5,0.1,7.5,8,0.2411,0.00427772239525768
"Error",0.5,0.1,7.5,8.5,0.2677,0.0044278246987834
"Error",0.5,0.1,7.5,9,0.2878,0.00452760045902812
"Error",0.5,0.1,7.5,9.5,0.3138,0.00464059365932324
"Error",0.5,0.1,7.5,10,0.3292,0.00469946214948577
"Error",0.5,0.1,8,1,0.1824,0.00386193157002363
"Error",0.5,0.1,8,1.5,0.1843,0.00387748043005359
"Error",0.5,0.1,8,2,0.1643,0.0037056611005891
"Error",0.5,0.1,8,2.5,0.1577,0.00364477700826045
"Error",0.5,0.1,8,3,0.1606,0.00367179958756209
"Error",0.5,0.1,8,3.5,0.1437,0.00350802816781203
"Error",0.5,0.1,8,4,0.1571,0.00363913222188104
"Error",0.5,0.1,8,4.5,0.1466,0.00353724401328505
"Error",0.5,0.1,8,5,0.159,0.00365694371350345
"Error",0.5,0.1,8,5.5,0.1716,0.00377051265434392
"Error",0.5,0.1,8,6,0.1683,0.0037415118456433
"Error",0.5,0.1,8,6.5,0.193,0.0039467274628186
"Error",0.5,0.1,8,7,0.2044,0.00403282659793809
"Error",0.5,0.1,8,7.5,0.218,0.00412908039767853
"Error",0.5,0.1,8,8,0.2436,0.0042927551496303
"Error",0.5,0.1,8,8.5,0.2463,0.00430876868127716
"Error",0.5,0.1,8,9,0.2535,0.00435036407289742
"Error",0.5,0.1,8,9.5,0.2822,0.00450092677503016
"Error",0.5,0.1,8,10,0.3166,0.00465173170558944
"Error",0.5,0.1,8.5,1,0.1884,0.00391050804977061
"Error",0.5,0.1,8.5,1.5,0.1808,0.00384871631349028
"Error",0.5,0.1,8.5,2,0.1694,0.00375123595327163
"Error",0.5,0.1,8.5,2.5,0.1579,0.00364665446798581
"Error",0.5,0.1,8.5,3,0.1585,0.00365227448460423
"Error",0.5,0.1,8.5,3.5,0.1505,0.00357578713367596
"Error",0.5,0.1,8.5,4,0.1481,0.00355216846307703
"Error",0.5,0.1,8.5,4.5,0.1526,0.00359619483089086
"Error",0.5,0.1,8.5,5,0.152,0.00359038843148048
"Error",0.5,0.1,8.5,5.5,0.1599,0.00366531614656163
"Error",0.5,0.1,8.5,6,0.1688,0.00374593902859091
"Error",0.5,0.1,8.5,6.5,0.1738,0.0037895635737124
"Error",0.5,0.1,8.5,7,0.1829,0.0038660384924833
"Error",0.5,0.1,8.5,7.5,0.185,0.00388316982641631
"Error",0.5,0.1,8.5,8,0.2215,0.00415277010559879
"Error",0.5,0.1,8.5,8.5,0.2256,0.00417997741873352
"Error",0.5,0.1,8.5,9,0.2462,0.00430817966677391
"Error",0.5,0.1,8.5,9.5,0.275,0.00446536604875736
"Error",0.5,0.1,8.5,10,0.298,0.00457402363015507
"Error",0.5,0.1,9,1,0.1867,0.00389689999653036
"Error",0.5,0.1,9,1.5,0.173,0.00378266187400953
"Error",0.5,0.1,9,2,0.1624,0.00368835795421755
"Error",0.5,0.1,9,2.5,0.1607,0.00367272376990007
"Error",0.5,0.1,9,3,0.1597,0.00366345917041658
"Error",0.5,0.1,9,3.5,0.1529,0.00359909076649013
"Error",0.5,0.1,9,4,0.1466,0.00353724401328505
"Error",0.5,0.1,9,4.5,0.1522,0.00359232605433416
"Error",0.5,0.1,9,5,0.1493,0.0035640175675945
"Error",0.5,0.1,9,5.5,0.1501,0.00357187273394262
"Error",0.5,0.1,9,6,0.1593,0.00365973911215498
"Error",0.5,0.1,9,6.5,0.1656,0.00371739773290274
"Error",0.5,0.1,9,7,0.1782,0.00382700151477098
"Error",0.5,0.1,9,7.5,0.1938,0.00395293796711474
"Error",0.5,0.1,9,8,0.1971,0.00397828375988534
"Error",0.5,0.1,9,8.5,0.2162,0.00411672816021103
"Error",0.5,0.1,9,9,0.2313,0.00421684825206197
"Error",0.5,0.1,9,9.5,0.2599,0.00438601444505957
"Error",0.5,0.1,9,10,0.2669,0.00442361795814059
"Error",0.5,0.1,9.5,1,0.1893,0.00391766330975249
"Error",0.5,0.1,9.5,1.5,0.1784,0.00382868252548943
"Error",0.5,0.1,9.5,2,0.168,0.00373884980973962
"Error",0.5,0.1,9.5,2.5,0.1617,0.00368193789554722
"Error",0.5,0.1,9.5,3,0.1579,0.00364665446798581
"Error",0.5,0.1,9.5,3.5,0.1594,0.00366066989093595
"Error",0.5,0.1,9.5,4,0.1476,0.0035472076719903
"Error",0.5,0.1,9.5,4.5,0.1506,0.00357676436522347
"Error",0.5,0.1,9.5,5,0.1454,0.00352521300245407
"Error",0.5,0.1,9.5,5.5,0.1495,0.00356598466410926
"Error",0.5,0.1,9.5,6,0.1577,0.00364477700826045
"Error",0.5,0.1,9.5,6.5,0.1557,0.0036258882644906
"Error",0.5,0.1,9.5,7,0.1813,0.00385285808868496
"Error",0.5,0.1,9.5,7.5,0.1734,0.00378611640969302
"Error",0.5,0.1,9.5,8,0.1913,0.0039334435546757
"Error",0.5,0.1,9.5,8.5,0.2012,0.00400917240167277
"Error",0.5,0.1,9.5,9,0.2073,0.00405392580487645
"Error",0.5,0.1,9.5,9.5,0.2217,0.0041541108150441
"Error",0.5,0.1,9.5,10,0.2381,0.00425941935776774
"Error",0.5,0.1,10,1,0.1892,0.00391686994767744
"Error",0.5,0.1,10,1.5,0.1823,0.00386110888426908
"Error",0.5,0.1,10,2,0.1689,0.00374682303669213
"Error",0.5,0.1,10,2.5,0.1581,0.0036485298651673
"Error",0.5,0.1,10,3,0.1565,0.00363346875719621
"Error",0.5,0.1,10,3.5,0.1444,0.00351512440888811
"Error",0.5,0.1,10,4,0.1507,0.00357774105031405
"Error",0.5,0.1,10,4.5,0.1488,0.00355909015231017
"Error",0.5,0.1,10,5,0.1485,0.00355612705115557
"Error",0.5,0.1,10,5.5,0.154,0.00360966798615843
"Error",0.5,0.1,10,6,0.1625,0.0036892731091107
"Error",0.5,0.1,10,6.5,0.1574,0.00364195694442404
"Error",0.5,0.1,10,7,0.1585,0.00365227448460423
"Error",0.5,0.1,10,7.5,0.1784,0.00382868252548943
"Error",0.5,0.1,10,8,0.1792,0.00383538877047713
"Error",0.5,0.1,10,8.5,0.206,0.00404450686778751
"Error",0.5,0.1,10,9,0.1957,0.00396758429935865
"Error",0.5,0.1,10,9.5,0.2055,0.00404086721642596
"Error",0.5,0.1,10,10,0.2321,0.004221935749647
"Error",0.5,0.15,1,1,0.3731,0.00483652542615252
"Error",0.5,0.15,1,1.5,0.3656,0.00481622088346868
"Error",0.5,0.15,1,2,0.4002,0.00489963229637327
"Error",0.5,0.15,1,2.5,0.4126,0.00492326597441023
"Error",0.5,0.15,1,3,0.4221,0.00493919007124204
"Error",0.5,0.15,1,3.5,0.4524,0.00497753971256473
"Error",0.5,0.15,1,4,0.4608,0.00498485916371648
"Error",0.5,0.15,1,4.5,0.4927,0.00499971706370188
"Error",0.5,0.15,1,5,0.4609,0.00498493770877792
"Error",0.5,0.15,1,5.5,0.4969,0.00500015391302262
"Error",0.5,0.15,1,6,0.4934,0.00499981437799259
"Error",0.5,0.15,1,6.5,0.4879,0.00499878563110868
"Error",0.5,0.15,1,7,0.4939,0.0049998778862976
"Error",0.5,0.15,1,7.5,0.5126,0.00499866208722556
"Error",0.5,0.15,1,8,0.4915,0.00499952743041307
"Error",0.5,0.15,1,8.5,0.4802,0.00499632788448005
"Error",0.5,0.15,1,9,0.4896,0.00499916824765049
"Error",0.5,0.15,1,9.5,0.5088,0.00499947552004683
"Error",0.5,0.15,1,10,0.4848,0.00499793896915458
"Error",0.5,0.15,1.5,1,0.321,0.00466884137747052
"Error",0.5,0.15,1.5,1.5,0.3256,0.00468622023234148
"Error",0.5,0.15,1.5,2,0.3344,0.00471803878629658
"Error",0.5,0.15,1.5,2.5,0.3713,0.00483176630193966
"Error",0.5,0.15,1.5,3,0.3839,0.00486358349824946
"Error",0.5,0.15,1.5,3.5,0.3987,0.0048965527284879
"Error",0.5,0.15,1.5,4,0.4512,0.00497637744079399
"Error",0.5,0.15,1.5,4.5,0.4497,0.00497488351085678
"Error",0.5,0.15,1.5,5,0.4735,0.00499322222886411
"Error",0.5,0.15,1.5,5.5,0.4756,0.00499429257210965
"Error",0.5,0.15,1.5,6,0.4979,0.00500020591635191
"Error",0.5,0.15,1.5,6.5,0.4788,0.00499575337213273
"Error",0.5,0.15,1.5,7,0.4991,0.00500024191833997
"Error",0.5,0.15,1.5,7.5,0.4891,0.00499906171814333
"Error",0.5,0.15,1.5,8,0.4883,0.00499888086285201
"Error",0.5,0.15,1.5,8.5,0.4988,0.00500023561801077
"Error",0.5,0.15,1.5,9,0.5084,0.00499954433367226
"Error",0.5,0.15,1.5,9.5,0.4801,0.00499628815117072
"Error",0.5,0.15,1.5,10,0.4955,0.00500004750452481
"Error",0.5,0.15,2,1,0.2881,0.00452900543044705
"Error",0.5,0.15,2,1.5,0.2855,0.00451674828848256
"Error",0.5,0.15,2,2,0.2872,0.00452478323970736
"Error",0.5,0.15,2,2.5,0.3247,0.00468286065545323
"Error",0.5,0.15,2,3,0.3376,0.00472915008072789
"Error",0.5,0.15,2,3.5,0.3752,0.00484198724534136
"Error",0.5,0.15,2,4,0.3982,0.00489551556092519
"Error",0.5,0.15,2,4.5,0.4501,0.00497528635833504
"Error",0.5,0.15,2,5,0.4467,0.00497175852574155
"Error",0.5,0.15,2,5.5,0.4616,0.00498548187269298
"Error",0.5,0.15,2,6,0.4837,0.00499759227957416
"Error",0.5,0.15,2,6.5,0.4761,0.00499453436642033
"Error",0.5,0.15,2,7,0.4846,0.00499787773741894
"Error",0.5,0.15,2,7.5,0.4903,0.00499930898315266
"Error",0.5,0.15,2,8,0.5006,0.00500024641857025
"Error",0.5,0.15,2,8.5,0.5174,0.00499722135012271
"Error",0.5,0.15,2,9,0.4953,0.00500002910282559
"Error",0.5,0.15,2,9.5,0.5106,0.00499912623628496
"Error",0.5,0.15,2,10,0.5019,0.0050002139168161
"Error",0.5,0.15,2.5,1,0.2571,0.00437056851987458
"Error",0.5,0.15,2.5,1.5,0.2524,0.00434411223739824
"Error",0.5,0.15,2.5,2,0.2568,0.00436889971600091
"Error",0.5,0.15,2.5,2.5,0.2818,0.00449898878527264
"Error",0.5,0.15,2.5,3,0.2983,0.00457534746007755
"Error",0.5,0.15,2.5,3.5,0.3399,0.00473698669032228
"Error",0.5,0.15,2.5,4,0.3514,0.00477431496744201
"Error",0.5,0.15,2.5,4.5,0.4117,0.00492165960559315
"Error",0.5,0.15,2.5,5,0.4361,0.00495924776693415
"Error",0.5,0.15,2.5,5.5,0.4568,0.00498155172468967
"Error",0.5,0.15,2.5,6,0.4744,0.0049936917902259
"Error",0.5,0.15,2.5,6.5,0.4812,0.00499671419187365
"Error",0.5,0.15,2.5,7,0.4578,0.00498240889930202
"Error",0.5,0.15,2.5,7.5,0.4957,0.00500006510608677
"Error",0.5,0.15,2.5,8,0.5111,0.00499901770528989
"Error",0.5,0.15,2.5,8.5,0.4841,0.00499772115285278
"Error",0.5,0.15,2.5,9,0.5128,0.00499861126828854
"Error",0.5,0.15,2.5,9.5,0.492,0.00499960994578187
"Error",0.5,0.15,2.5,10,0.4988,0.00500023561801077
"Error",0.5,0.15,3,1,0.2435,0.00429215764642052
"Error",0.5,0.15,3,1.5,0.2375,0.00425572392415343
"Error",0.5,0.15,3,2,0.236,0.00424643417708576
"Error",0.5,0.15,3,2.5,0.2543,0.00435488777177443
"Error",0.5,0.15,3,3,0.2744,0.00446233741950612
"Error",0.5,0.15,3,3.5,0.3033,0.00459706692385811
"Error",0.5,0.15,3,4,0.337,0.00472708520480151
"Error",0.5,0.15,3,4.5,0.3753,0.00484224490640172
"Error",0.5,0.15,3,5,0.3884,0.00487410706611675
"Error",0.5,0.15,3,5.5,0.4154,0.0049281550981343
"Error",0.5,0.15,3,6,0.4523,0.00497744397204524
"Error",0.5,0.15,3,6.5,0.4601,0.00498430369543559
"Error",0.5,0.15,3,7,0.4659,0.00498860778381725
"Error",0.5,0.15,3,7.5,0.4841,0.00499772115285278
"Error",0.5,0.15,3,8,0.4759,0.00499443825082903
"Error",0.5,0.15,3,8.5,0.4752,0.00499409552361685
"Error",0.5,0.15,3,9,0.4898,0.0049992094584565
"Error",0.5,0.15,3,9.5,0.4877,0.00499873681413352
"Error",0.5,0.15,3,10,0.4794,0.00499600440412142
"Error",0.5,0.15,3.5,1,0.2192,0.0041372512233086
"Error",0.5,0.15,3.5,1.5,0.2184,0.00413180967435802
"Error",0.5,0.15,3.5,2,0.2188,0.00413453327916751
"Error",0.5,0.15,3.5,2.5,0.2299,0.00420789372928591
"Error",0.5,0.15,3.5,3,0.2458,0.00430582048034993
"Error",0.5,0.15,3.5,3.5,0.27,0.00443981657246329
"Error",0.5,0.15,3.5,4,0.2818,0.00449898878527264
"Error",0.5,0.15,3.5,4.5,0.3298,0.00470163870800959
"Error",0.5,0.15,3.5,5,0.3603,0.00480111404463662
"Error",0.5,0.15,3.5,5.5,0.4001,0.00489942848095
"Error",0.5,0.15,3.5,6,0.4356,0.00495860088858513
"Error",0.5,0.15,3.5,6.5,0.4263,0.00494563210597925
"Error",0.5,0.15,3.5,7,0.4627,0.00498631701115498
"Error",0.5,0.15,3.5,7.5,0.4621,0.00498586450723327
"Error",0.5,0.15,3.5,8,0.5045,0.00500004750452481
"Error",0.5,0.15,3.5,8.5,0.4775,0.00499518469999045
"Error",0.5,0.15,3.5,9,0.4767,0.00499481789663868
"Error",0.5,0.15,3.5,9.5,0.4887,0.00499897289180461
"Error",0.5,0.15,3.5,10,0.519,0.00499663853402104
"Error",0.5,0.15,4,1,0.2173,0.00412429048167048
"Error",0.5,0.15,4,1.5,0.2124,0.00409026857671999
"Error",0.5,0.15,4,2,0.2032,0.00402400239308154
"Error",0.5,0.15,4,2.5,0.2166,0.0041194831003539
"Error",0.5,0.15,4,3,0.2205,0.00414604558216585
"Error",0.5,0.15,4,3.5,0.2436,0.0042927551496303
"Error",0.5,0.15,4,4,0.2698,0.00443877981844422
"Error",0.5,0.15,4,4.5,0.3069,0.00461230596736965
"Error",0.5,0.15,4,5,0.3363,0.00472466541104496
"Error",0.5,0.15,4,5.5,0.3486,0.0047655088928152
"Error",0.5,0.15,4,6,0.3886,0.00487456461009738
"Error",0.5,0.15,4,6.5,0.4168,0.00493053820801564
"Error",0.5,0.15,4,7,0.4523,0.00497744397204524
"Error",0.5,0.15,4,7.5,0.4512,0.00497637744079399
"Error",0.5,0.15,4,8,0.4723,0.00499257083839154
"Error",0.5,0.15,4,8.5,0.4867,0.00499848071727281
"Error",0.5,0.15,4,9,0.4795,0.00499604554093582
"Error",0.5,0.15,4,9.5,0.4909,0.00499942180875371
"Error",0.5,0.15,4,10,0.5003,0.00500024911870648
"Error",0.5,0.15,4.5,1,0.2088,0.00406471501963164
"Error",0.5,0.15,4.5,1.5,0.2039,0.00402915653831432
"Error",0.5,0.15,4.5,2,0.2004,0.00400319704219713
"Error",0.5,0.15,4.5,2.5,0.2009,0.004006934558045
"Error",0.5,0.15,4.5,3,0.2085,0.00406256390011828
"Error",0.5,0.15,4.5,3.5,0.2316,0.00421875856056959
"Error",0.5,0.15,4.5,4,0.2445,0.00429811847000966
"Error",0.5,0.15,4.5,4.5,0.2645,0.00441088659931982
"Error",0.5,0.15,4.5,5,0.2837,0.00450815520433077
"Error",0.5,0.15,4.5,5.5,0.3148,0.00464459397852197
"Error",0.5,0.15,4.5,6,0.352,0.00477617851300795
"Error",0.5,0.15,4.5,6.5,0.3912,0.00488043418803966
"Error",0.5,0.15,4.5,7,0.4156,0.00492849804801635
"Error",0.5,0.15,4.5,7.5,0.4371,0.00496052614971116
"Error",0.5,0.15,4.5,8,0.4646,0.00498770204775423
"Error",0.5,0.15,4.5,8.5,0.4675,0.00498967580975645
"Error",0.5,0.15,4.5,9,0.4793,0.00499596306678667
"Error",0.5,0.15,4.5,9.5,0.502,0.0050002100165914
"Error",0.5,0.15,4.5,10,0.4928,0.00499973156595163
"Error",0.5,0.15,5,1,0.2067,0.00404958651161961
"Error",0.5,0.15,5,1.5,0.2009,0.004006934558045
"Error",0.5,0.15,5,2,0.1904,0.00392636290128196
"Error",0.5,0.15,5,2.5,0.1897,0.00392083260199021
"Error",0.5,0.15,5,3,0.1884,0.00391050804977061
"Error",0.5,0.15,5,3.5,0.2168,0.00412085842360724
"Error",0.5,0.15,5,4,0.215,0.00410842888690943
"Error",0.5,0.15,5,4.5,0.2388,0.00426371597639814
"Error",0.5,0.15,5,5,0.2638,0.00440714173697976
"Error",0.5,0.15,5,5.5,0.3077,0.00461564745405691
"Error",0.5,0.15,5,6,0.3467,0.00475943024086095
"Error",0.5,0.15,5,6.5,0.3526,0.00477803379652092
"Error",0.5,0.15,5,7,0.3565,0.00478989241078865
"Error",0.5,0.15,5,7.5,0.4141,0.00492590554665286
"Error",0.5,0.15,5,8,0.4327,0.00495474781927348
"Error",0.5,0.15,5,8.5,0.4499,0.00497508534071675
"Error",0.5,0.15,5,9,0.4504,0.00497558636202454
"Error",0.5,0.15,5,9.5,0.4798,0.00499616774830639
"Error",0.5,0.15,5,10,0.4825,0.00499718642710263
"Error",0.5,0.15,5.5,1,0.2014,0.00401066235692487
"Error",0.5,0.15,5.5,1.5,0.1958,0.00396835114135306
"Error",0.5,0.15,5.5,2,0.178,0.00382531871957496
"Error",0.5,0.15,5.5,2.5,0.1869,0.00389850725738501
"Error",0.5,0.15,5.5,3,0.1915,0.00393501250726643
"Error",0.5,0.15,5.5,3.5,0.2022,0.00401660669134175
"Error",0.5,0.15,5.5,4,0.2122,0.00408886144039975
"Error",0.5,0.15,5.5,4.5,0.2239,0.00416876682745463
"Error",0.5,0.15,5.5,5,0.2465,0.00430994577265844
"Error",0.5,0.15,5.5,5.5,0.2846,0.00451246276793762
"Error",0.5,0.15,5.5,6,0.3047,0.00460303267324696
"Error",0.5,0.15,5.5,6.5,0.3228,0.00467570339309734
"Error",0.5,0.15,5.5,7,0.333,0.00471310103139464
"Error",0.5,0.15,5.5,7.5,0.3769,0.00484633755518225
"Error",0.5,0.15,5.5,8,0.4088,0.00491636787347191
"Error",0.5,0.15,5.5,8.5,0.4148,0.00492712123377995
"Error",0.5,0.15,5.5,9,0.4503,0.00497548656381008
"Error",0.5,0.15,5.5,9.5,0.4415,0.0049659078751123
"Error",0.5,0.15,5.5,10,0.4553,0.00498022803364733
"Error",0.5,0.15,6,1,0.1938,0.00395293796711474
"Error",0.5,0.15,6,1.5,0.1837,0.00387258708011444
"Error",0.5,0.15,6,2,0.191,0.00393108704362222
"Error",0.5,0.15,6,2.5,0.1798,0.00384039983166945
"Error",0.5,0.15,6,3,0.1814,0.00385368513100239
"Error",0.5,0.15,6,3.5,0.1908,0.00392951397859975
"Error",0.5,0.15,6,4,0.1965,0.00397370784474696
"Error",0.5,0.15,6,4.5,0.1962,0.00397141451038812
"Error",0.5,0.15,6,5,0.2356,0.0042439445220821
"Error",0.5,0.15,6,5.5,0.2695,0.00443722254280642
"Error",0.5,0.15,6,6,0.2595,0.00438382216674889
"Error",0.5,0.15,6,6.5,0.2838,0.00450863491301723
"Error",0.5,0.15,6,7,0.3198,0.00466422249653141
"Error",0.5,0.15,6,7.5,0.3371,0.00472742994230332
"Error",0.5,0.15,6,8,0.3616,0.0048048780094055
"Error",0.5,0.15,6,8.5,0.3958,0.00489046292929067
"Error",0.5,0.15,6,9,0.4345,0.0049571597052379
"Error",0.5,0.15,6,9.5,0.4415,0.0049659078751123
"Error",0.5,0.15,6,10,0.4284,0.00494871629610124
"Error",0.5,0.15,6.5,1,0.1891,0.00391607616949116
"Error",0.5,0.15,6.5,1.5,0.19,0.00392320521435158
"Error",0.5,0.15,6.5,2,0.182,0.00385863821948766
"Error",0.5,0.15,6.5,2.5,0.1711,0.00376615153568453
"Error",0.5,0.15,6.5,3,0.1715,0.00376964136485183
"Error",0.5,0.15,6.5,3.5,0.1815,0.00385451173640354
"Error",0.5,0.15,6.5,4,0.1972,0.0039790450210984
"Error",0.5,0.15,6.5,4.5,0.2028,0.00402104872928548
"Error",0.5,0.15,6.5,5,0.2168,0.00412085842360724
"Error",0.5,0.15,6.5,5.5,0.2403,0.00427286984843608
"Error",0.5,0.15,6.5,6,0.267,0.00442414481066461
"Error",0.5,0.15,6.5,6.5,0.2774,0.00447737966816187
"Error",0.5,0.15,6.5,7,0.3013,0.00458845686409269
"Error",0.5,0.15,6.5,7.5,0.315,0.00464539104551991
"Error",0.5,0.15,6.5,8,0.3445,0.00475228717812195
"Error",0.5,0.15,6.5,8.5,0.3739,0.00483861759410911
"Error",0.5,0.15,6.5,9,0.3976,0.00489426392646925
"Error",0.5,0.15,6.5,9.5,0.3967,0.00489237207604379
"Error",0.5,0.15,6.5,10,0.4305,0.00495170949700144
"Error",0.5,0.15,7,1,0.1969,0.003976760045822
"Error",0.5,0.15,7,1.5,0.1868,0.00389770383809762
"Error",0.5,0.15,7,2,0.1755,0.00380413224562636
"Error",0.5,0.15,7,2.5,0.1831,0.00386767823034561
"Error",0.5,0.15,7,3,0.1745,0.00379557843306711
"Error",0.5,0.15,7,3.5,0.1825,0.00386275382165479
"Error",0.5,0.15,7,4,0.1726,0.0037791999464468
"Error",0.5,0.15,7,4.5,0.1958,0.00396835114135306
"Error",0.5,0.15,7,5,0.2122,0.00408886144039975
"Error",0.5,0.15,7,5.5,0.2303,0.00421045885817444
"Error",0.5,0.15,7,6,0.2286,0.00419951992455801
"Error",0.5,0.15,7,6.5,0.2439,0.00429454576321306
"Error",0.5,0.15,7,7,0.2711,0.004445498312397
"Error",0.5,0.15,7,7.5,0.2883,0.00452994073209613
"Error",0.5,0.15,7,8,0.3087,0.00461980143042162
"Error",0.5,0.15,7,8.5,0.3514,0.00477431496744201
"Error",0.5,0.15,7,9,0.3656,0.00481622088346868
"Error",0.5,0.15,7,9.5,0.3808,0.00485607806253307
"Error",0.5,0.15,7,10,0.3892,0.00487593206180594
"Error",0.5,0.15,7.5,1,0.1886,0.0039121010280213
"Error",0.5,0.15,7.5,1.5,0.182,0.00385863821948766
"Error",0.5,0.15,7.5,2,0.174,0.00379128439763339
"Error",0.5,0.15,7.5,2.5,0.1811,0.00385120269217521
"Error",0.5,0.15,7.5,3,0.1751,0.00380071618834588
"Error",0.5,0.15,7.5,3.5,0.1728,0.0037809318354811
"Error",0.5,0.15,7.5,4,0.1781,0.00382616034037977
"Error",0.5,0.15,7.5,4.5,0.1849,0.0038823583387713
"Error",0.5,0.15,7.5,5,0.1943,0.00395680636772425
"Error",0.5,0.15,7.5,5.5,0.2129,0.00409378002627039
"Error",0.5,0.15,7.5,6,0.2203,0.00414469647270884
"Error",0.5,0.15,7.5,6.5,0.2467,0.004311121614726
"Error",0.5,0.15,7.5,7,0.2553,0.00436051515411206
"Error",0.5,0.15,7.5,7.5,0.2828,0.00450382553441454
"Error",0.5,0.15,7.5,8,0.3039,0.00459962983939642
"Error",0.5,0.15,7.5,8.5,0.3221,0.00467304426838367
"Error",0.5,0.15,7.5,9,0.3284,0.00469654657753711
"Error",0.5,0.15,7.5,9.5,0.3419,0.00474369995561765
"Error",0.5,0.15,7.5,10,0.3697,0.00482747568115524
"Error",0.5,0.15,8,1,0.189,0.00391528197494054
"Error",0.5,0.15,8,1.5,0.1858,0.00388964637658663
"Error",0.5,0.15,8,2,0.1743,0.0037938621929419
"Error",0.5,0.15,8,2.5,0.1695,0.0037521171141482
"Error",0.5,0.15,8,3,0.1641,0.00370384811366299
"Error",0.5,0.15,8,3.5,0.1648,0.00371018497480311
"Error",0.5,0.15,8,4,0.1741,0.00379214412116728
"Error",0.5,0.15,8,4.5,0.1797,0.00383956576015083
"Error",0.5,0.15,8,5,0.1908,0.00392951397859975
"Error",0.5,0.15,8,5.5,0.1872,0.00390091498417633
"Error",0.5,0.15,8,6,0.209,0.00406614723729177
"Error",0.5,0.15,8,6.5,0.2268,0.0041878311562167
"Error",0.5,0.15,8,7,0.2445,0.00429811847000966
"Error",0.5,0.15,8,7.5,0.2609,0.0043914744112599
"Error",0.5,0.15,8,8,0.2804,0.00449217118554002
"Error",0.5,0.15,8,8.5,0.2903,0.00453923467835124
"Error",0.5,0.15,8,9,0.3242,0.00468098570417773
"Error",0.5,0.15,8,9.5,0.3534,0.00478049467240905
"Error",0.5,0.15,8,10,0.3554,0.00478658282467918
"Error",0.5,0.15,8.5,1,0.1923,0.00394127192191001
"Error",0.5,0.15,8.5,1.5,0.1818,0.00385698893391771
