Input_Param,Recovered_Param
5.0,4.940350005491955
4.9393939393939394,5.027520772638336
4.878787878787879,1.43026885484861
4.818181818181818,4.666840667494275
4.757575757575758,4.852967861277484
4.696969696969697,4.688539329586798
4.636363636363637,4.747861111728746
4.575757575757576,4.574898084224516
4.515151515151516,4.32897445623096
4.454545454545455,4.380085319607482
4.393939393939394,4.6020451904296875
4.333333333333333,4.293506060139695
4.2727272727272725,1.3758460425971837
4.212121212121212,4.277317421916162
4.151515151515151,4.240888449045571
4.090909090909091,4.104682467489401
4.03030303030303,4.032429099908525
3.9696969696969697,4.04754966728464
3.909090909090909,3.956401078750971
3.8484848484848486,3.85806541321795
3.787878787878788,3.557518033256316
3.7272727272727275,3.6294657736465967
3.6666666666666665,3.5843737967762777
3.606060606060606,3.7777776312791547
3.5454545454545454,3.4681775994426944
3.484848484848485,3.6910708865378328
3.4242424242424243,3.4069811093652684
3.3636363636363633,3.45924128919482
3.3030303030303028,3.2534677327319095
3.242424242424242,3.2776887597066957
3.1818181818181817,3.1004582971119303
3.121212121212121,2.9141843589633765
3.0606060606060606,3.1711350583018105
3.0,2.9531576989393016
2.9393939393939394,2.8473876175669672
2.878787878787879,2.8840919009958776
2.8181818181818183,2.7254854715932746
2.7575757575757573,2.782347996869724
2.696969696969697,2.552986376887891
2.6363636363636362,2.5333433624844623
2.5757575757575757,2.526199712129619
2.515151515151515,2.4196668767686864
2.4545454545454546,2.4223915202373503
2.393939393939394,2.3848383892401657
2.333333333333333,2.221122950433287
2.2727272727272725,2.237460218984716
2.212121212121212,2.3030183909043753
2.1515151515151514,2.0955363864067587
2.090909090909091,2.198357567942182
2.0303030303030303,2.1578031245625624
1.9696969696969697,2.0280830670037306
1.9090909090909092,0.7852923869521061
1.8484848484848486,1.8497871095716374
1.7878787878787876,0.7472570141387488
1.727272727272727,1.6973950014696437
1.6666666666666665,1.7313296364399293
1.606060606060606,0.6913706057880288
1.5454545454545454,1.5062885047992747
1.4848484848484849,1.5162525835607166
1.4242424242424243,1.3189041598224367
1.3636363636363633,0.5873305050089114
1.3030303030303028,1.2441959673200675
1.2424242424242422,1.2359986511729688
1.1818181818181817,1.2014462006880688
1.121212121212121,1.100529502282466
1.0606060606060606,0.9819953671410095
1.0,0.9513900064654071
0.9393939393939394,0.9627765521636553
0.8787878787878789,0.3788019687070958
0.8181818181818183,0.8191998697992501
0.7575757575757578,0.7966226466813511
0.6969696969696972,0.712194073977311
0.6363636363636367,0.6554572383540984
0.5757575757575752,0.23800365253806938
0.5151515151515147,0.5777295809687335
0.45454545454545414,0.1965420781829074
0.3939393939393936,0.4186229584659406
0.33333333333333304,0.3299499348078591
0.2727272727272725,0.18477609616238622
0.21212121212121193,0.10563747648583768
0.15151515151515138,0.08639946353099157
0.09090909090909083,0.053925509481557686
0.030303030303030276,-0.0344068673101558
-0.030303030303030276,-0.007065533824246634
-0.09090909090909083,-0.020882713383514613
-0.15151515151515138,-0.16564362540472868
-0.21212121212121193,-0.0876738312721256
-0.2727272727272725,-0.0977172808415293
-0.3333333333333339,-0.4091586476357927
-0.3939393939393945,-0.42576422324086205
-0.45454545454545503,-0.42924728558022074
-0.5151515151515156,-0.2316242195300306
-0.5757575757575761,-0.25420407402945516
-0.6363636363636367,-0.5984076667128924
-0.6969696969696972,
-0.7575757575757578,-0.7914909769163846
-0.8181818181818183,-0.780250422010713
-0.8787878787878789,-0.820771875246712
-0.9393939393939394,-0.9352945262998343
-1.0,-1.032882163874422
