Stimulus_ext,Bias_ext,PC_ext,Stimulus_int,Bias_int,PC_int,AA,AB,BA,BB
7.31504752331248,-0.01645734490435479,2.8139992435822774,0.9781331801381606,-0.04439112471960013,1.6999228892865565,-0.010273465863873284,-4.583323172664479,-4.053706789962887,-0.017510327987524128
5.13335632291103,-0.040621285062170095,1.5157279235590166,1.3277489650236045,-0.03203111870846287,2.611399537496727,-0.011437313005379021,-4.476587403773864,-4.7431017918640235,-0.008749750383738208
7.351036307518498,-0.01787398980269519,2.8147889491637352,0.9634262829685453,-0.043539508751105814,1.7002372443728868,-0.010421385147767605,-4.569101487202425,-4.0379333200347265,-0.017791207491372824
7.330962721496212,-0.01703093630031641,2.8147192725099357,0.9694048910790545,-0.04419439571470347,1.6991379026521678,-0.01765238428707025,-4.045697626206084,-4.576986135354917,-0.010339114704864226
7.3428921226889825,-0.01819392441439869,2.811688671704336,0.961369293796852,-0.04343661836719935,1.7002300417901037,-0.010410852254349245,-4.57010744094714,-4.036932526040653,-0.017809181311667102
5.175814179308693,-0.04266247398990071,1.5182742593973202,1.3226506803928038,-0.03106281966257497,2.611080462607752,-0.00886746213163901,-4.72979709653145,-4.464679467942575,-0.01157511791968084
5.193359895137789,-0.04438045854296866,1.505089165269941,1.3504348754195137,-0.030604814284241322,2.6004771141356597,-0.008870117033310067,-4.729499068690559,-4.485562467630137,-0.011334540313444323
5.138576298258029,-0.04094394641548615,1.5165111061713097,1.3218582608939167,-0.03183005526106172,2.6130744970876587,-0.00877754526564688,-4.739944055339927,-4.471671109747891,-0.01149400583202242
7.36080559100875,-0.017837817155347793,2.8169138801722635,0.9675121401965644,-0.04349687303480825,1.700925129886274,-0.010431458475451677,-4.568140380360308,-4.039710683383131,-0.017759331927935988
7.79648353404595,-0.026220268323211365,2.8693233327629715,0.9915014419557305,-0.03914176646158894,1.714075600019455,-0.011321169406729637,-4.486736151400412,-4.012941570511383,-0.018245575741280065
5.229892319767338,-0.044435682560005796,1.5166906357319787,1.3291668514889894,-0.03050825624749469,2.6067697339007863,-0.011621156389031013,-4.4607329664458915,-4.716521364363177,-0.008986503146168657
5.1394094898535165,-0.0409357871854303,1.517923740436315,1.3185717340513123,-0.03175958689850837,2.614127994491783,-0.011540192004287755,-4.467683926894394,-4.738016579853922,-0.008794554770120934
7.382018531395202,-0.01727426487620446,2.8234751995996294,0.9801650656055577,-0.04371794935587313,1.702001840152731,-0.017603963647346035,-4.04842026443414,-4.569343177656374,-0.010418853537471705
5.198207925301973,-0.04463451604591347,1.505160154941721,1.3517284256489481,-0.030318834361223762,2.599405341981759,-0.008887337994958883,-4.727568090401498,-4.484692912603623,-0.011344456748198737
5.155226977750715,-0.041725428077560404,1.5176961315065283,1.324579599331767,-0.03137511475058078,2.6110093742907785,-0.008812606460746754,-4.735975097579032,-4.469679954399338,-0.011517047413779975
5.196630363229708,-0.04453556462721652,1.505485078067684,1.350820943675349,-0.030357507396672957,2.5998103743045182,-0.011349954350482624,-4.4842111666667215,-4.727814126253222,-0.008885141918373071
5.135883445774463,-0.04076886969891411,1.5173794051975973,1.3229745938052635,-0.03171641331024537,2.6124484621178556,-0.008771865928647421,-4.740588459453566,-4.47179302058639,-0.011492596591134321
5.163735743819523,-0.042145563537523516,1.517792011650905,1.3221294406857262,-0.03121928811795307,2.611686836157618,-0.011556334103041787,-4.466294187666786,-4.732538173941262,-0.008843081371876782
5.188764171179112,-0.04411262418245837,1.5057712621112185,1.3505347724689851,-0.03059608445467225,2.600396437748576,-0.011326628768766204,-4.486256766181072,-4.731111443310786,-0.00885576314191006
7.312853313813064,-0.016461699100580207,2.8135768189575123,0.9773251830811732,-0.04440754353680934,1.6997618632197453,-0.017517085450532648,-4.053324320288551,-4.583521784453925,-0.010271415121058485
5.140768784701769,-0.041028637806409654,1.517422251112999,1.3200986669249701,-0.03172576629282766,2.6135147396701925,-0.011527870695752951,-4.468746035081097,-4.738035434865796,-0.008794388218965294
5.198492384505706,-0.0447092695527423,1.503810279595567,1.3526530325288058,-0.03051191671466083,2.599472170481562,-0.008881945699464258,-4.7281723214910825,-4.486519152414283,-0.011323640319033499
5.159723403370257,-0.04193465587218993,1.5180683726222353,1.322529843638566,-0.03129260947834792,2.6116440069413587,-0.008828529763727248,-4.734177800165408,-4.467415853616181,-0.011543303962660848
5.202425043177702,-0.04482890743628724,1.5055499360866387,1.3480043507291393,-0.030225331195197328,2.600537666591112,-0.00890865383462279,-4.7251831537738935,-4.481315527384319,-0.011383055390280665
7.414463379858139,-0.01905325473844922,2.8190973207992456,0.9630999799696109,-0.042731276488306144,1.7024658993450281,-0.01792581097498534,-4.030463167420401,-4.555288450356234,-0.010567103454027369
5.171098462106671,-0.0424903936393105,1.5180798245000628,1.325672409741146,-0.03115778930912589,2.6100493977815953,-0.01154098144535608,-4.467615915228883,-4.732099727729323,-0.00884697664277323
5.173365586290907,-0.04253683951909943,1.5184925178237285,1.3223807197109179,-0.031099035088534545,2.6112637702290367,-0.01157300487539277,-4.464860980685416,-4.730509941118979,-0.008861115182684337
5.20157802837212,-0.044801950166018956,1.5052844692728264,1.3496668807479673,-0.030241818340236606,2.5999802758421113,-0.011365510440580127,-4.482849282246343,-4.7260746059628955,-0.008900680302065743
7.2989062079251115,-0.01657921152069079,2.8103244009918398,0.9665947946026117,-0.044532315401322374,1.697934471019468,-0.010275248244788971,-4.5831505837442075,-4.047094760103935,-0.017627520260525078
5.163072650295439,-0.04228194554621313,1.5160569756485347,1.3222377555466853,-0.03119783853037175,2.611485673109695,-0.008848786238750336,-4.7318961081108455,-4.467087213020242,-0.011547120175102643
5.125414072449946,-0.03975982796324561,1.5139560472881342,1.340011921664504,-0.03217799899965369,2.6073259410734426,-0.011316835598541677,-4.487116867573714,-4.74926290832595,-0.00869577353231512
5.122982782948842,-0.03988521707562861,1.5158737746114126,1.3313256204992985,-0.033318559797196154,2.610355345489306,-0.008709379270218887,-4.74770628607611,-4.481100995896279,-0.011385511632303008
7.940148308893067,-0.029173898867146022,2.8856219883405725,0.9970281108538795,-0.037499746714635546,1.7189718682633321,-0.018413432886313495,-4.003867421765305,-4.460981882631358,-0.011618247187908694
5.158190945229198,-0.04183184285207943,1.518377030571212,1.3220986315166254,-0.03132036736088898,2.611849823733783,-0.011544589350223818,-4.467305147749793,-4.734618794246356,-0.008824620067267063
5.173305474279095,-0.04282426390475369,1.5160849689664917,1.323550243620116,-0.03103778100391909,2.610734100276645,-0.011557860949136406,-4.466162836336292,-4.729483238196472,-0.008870258077380648
5.187026970699019,-0.04410212701033569,1.5045665459775872,1.3515142566185443,-0.030766571038646273,2.6002944693917387,-0.011313125621876662,-4.487442897926776,-4.731313772683805,-0.008853963587316813
3.470642821828054,-0.3735085254211057,1.952160093616655,2.7400791627465257,3.389579226043798,1.9830359809338198,-0.06959639201861165,-2.6996389368791065,-4.707236483164235,-0.009070711653567895
5.145561021950381,-0.04122251848047978,1.5179418399033773,1.321214467910116,-0.03154815085513849,2.612698499260871,-0.00879867120061641,-4.737550678739642,-4.468852772234538,-0.011526633190882471
5.170230179571905,-0.04253052993707258,1.5182630002521968,1.325679125243462,-0.03115685197920956,2.6100713155464326,-0.011538889511360024,-4.467796149063755,-4.732515869355504,-0.008843279490059487
5.210285700588925,-0.045264246599158134,1.5049460398500243,1.347621767288205,-0.030040793363531392,2.6002847864987566,-0.008930615258122847,-4.722731973050196,-4.480138067697092,-0.011396543083399737
5.181490554902084,-0.043184030919384914,1.5147493719407,1.3267137883514988,-0.03086994546744462,2.608784586274423,-0.008884437775762472,-4.727893027293708,-4.467794306013406,-0.011538910901304933
7.369918100839855,-0.01710371355526652,2.821861669862719,0.9816164574261527,-0.04381284637720242,1.701956193347278,-0.010386170648857305,-4.5724686936720795,-4.050709560853791,-0.017563353467381197
5.231703334021697,-0.046108469065698245,1.5122271067170665,1.3317986107435973,-0.030148923791863905,2.6053648387320685,-0.011588435929171975,-4.463536203242541,-4.714585303975344,-0.009003997051115438
5.193648707060276,-0.04438931457552182,1.5052399096938898,1.3497680092555457,-0.030601447165316643,2.600702694987783,-0.008871749764034997,-4.729315829854142,-4.485082374899864,-0.011340014228752884
5.206943969824803,-0.04505375491733333,1.505543471059796,1.3461597056297547,-0.030125339121522772,2.6009728435998234,-0.008924601038985456,-4.723402635663839,-4.479488838847795,-0.011403986813658938
5.173605273183227,-0.04277280947058703,1.51656314028415,1.3226044871966587,-0.03103817663043966,2.6111226296271917,-0.008871321824738494,-4.729363853541789,-4.465371879135121,-0.011567059435893137
5.200678200789491,-0.04476593292903227,1.505108081348304,1.3509163988632855,-0.030260894415585333,2.5995755645906855,-0.011353750424898754,-4.483878659790379,-4.7266753906543695,-0.00889531066869767
5.1783745517974396,-0.043099576249753045,1.5156666211636158,1.3223361723373463,-0.03085859584975239,2.610678208132817,-0.00888710865804273,-4.727593781141235,-4.464942107468876,-0.011572060579628573
5.198508627603666,-0.044128502234730575,1.50896158369685,1.332695994226341,-0.030594559468714175,2.606590856843871,-0.008936349317223773,-4.722092974203927,-4.47006913165674,-0.011512540218046655
5.147342049590015,-0.04132238073991698,1.5177354988894252,1.3213768372318253,-0.03151755598560985,2.612578259274491,-0.011528602415281433,-4.468682928298804,-4.7369665591580485,-0.008803834874779334
5.148574300496625,-0.041631764139357326,1.5168241867310421,1.323291512247334,-0.031416486792966686,2.6116930045077935,-0.011513094364021164,-4.470021275238047,-4.736764953639192,-0.008805617793732817
5.1434798324790005,-0.04116175896627827,1.5177008284997318,1.3236268716174517,-0.03155203628997893,2.611790551741834,-0.008786515061040067,-4.738927152966682,-4.471002686394431,-0.01150173562999488
7.357778066885368,-0.017864975479383392,2.816358636641659,0.960875481171838,-0.04370912893161214,1.6989890416293278,-0.01784169236038437,-4.035124875711862,-4.566861059942275,-0.010444882175578324
5.19548596382601,-0.044540167406723515,1.5040427733996784,1.3527578225910946,-0.030565370340620644,2.5995423159943365,-0.011315973483550037,-4.487192620094605,-4.729321714608238,-0.008871697323850104
5.208306564955077,-0.044372103013450376,1.5163674829354625,1.3279945514468996,-0.03061193580352062,2.6079782390133306,-0.008939193133962213,-4.7217762143618565,-4.463478774491036,-0.011589105329069763
5.197695789988734,-0.043844072521143244,1.5178497753611715,1.327495745710038,-0.030777986388433355,2.608489245309218,-0.01157763309605103,-4.464463455067557,-4.725249897563141,-0.008908056601004825
5.181653321985437,-0.04253937473078481,1.5165495909227156,1.3272482502442329,-0.03109977260647101,2.609060989041261,-0.011543684551177814,-4.467383073586654,-4.728952809433779,-0.008874985311483913
5.192653780601366,-0.04439044253304846,1.504152386233248,1.3533123993226321,-0.030614168565635327,2.5994420568056835,-0.008862653388492502,-4.730337133606669,-4.487987071903594,-0.011306936061489569
7.384774334551451,-0.018590450966843367,2.818368337434416,0.9621201169471707,-0.043162687937341994,1.7008539631943418,-0.010503766246824161,-4.56126868204043,-4.033210010167105,-0.017876197018819144
5.193635267143623,-0.044416760723090296,1.5045996524207732,1.3533283861186425,-0.03049326551407166,2.5991881112548003,-0.00886191364729319,-4.730420235003947,-4.487935429990539,-0.01130752330223781
5.166720345861394,-0.04226817344498344,1.5181305908148324,1.3209718236041017,-0.031177841778711114,2.6119983176540043,-0.00885167120873428,-4.731571571581021,-4.465029078246078,-0.011571048347287989
5.213225508870004,-0.04509638633604505,1.5149207724676368,1.3255541214966244,-0.030389472091024976,2.6084527985836967,-0.008967833165235245,-4.7185917623934746,-4.461319126729378,-0.011614306825221413
5.160021140278927,-0.04196502609389423,1.5177076653560653,1.3234998518649277,-0.03129285410701033,2.6112634449104553,-0.011535428293389226,-4.468094427878086,-4.734220767129231,-0.00882814875744187
5.211560054164129,-0.04534530376998398,1.5068883258518397,1.3373586147197938,-0.02911833856291216,2.6012186479871118,-0.008951392690116548,-4.720418508671072,-4.474502114490998,-0.011461325339273219
7.368077920288191,-0.018421362718535783,2.813997357235385,0.9602257863132447,-0.04321772661629923,1.7007280458841438,-0.017870797138667918,-4.033509434871266,-4.564459053715061,-0.010470132961636729
7.390479272253853,-0.017419380673647348,2.824549420102014,0.9796356047812791,-0.04363556794685165,1.7021155593107284,-0.010440073997095494,-4.567319104246639,-4.047144154670456,-0.017626641859417702
5.161332961919973,-0.04221668862946063,1.5157430250394535,1.323294343495354,-0.03122796819202857,2.611140323980779,-0.01153484540728943,-4.468144668350763,-4.732552867040649,-0.008842950864372683
5.161010897183278,-0.04218513123886759,1.5159413625478468,1.3231720500620003,-0.031244420617996527,2.6112285538005224,-0.011535452690457469,-4.468092325086843,-4.732747961835287,-0.008841218170691905
7.304494830829662,-0.01664415126833734,2.811184929434451,0.9679139692872145,-0.044472809771247776,1.6982630633002223,-0.01761984487144367,-4.047526449310989,-4.582415877640388,-0.01028283926802535
5.180507987192942,-0.043216610615697044,1.515547576285158,1.3223149137083277,-0.0308114154599197,2.6105686509882022,-0.008893213311838696,-4.7269101536371405,-4.464602729624203,-0.01157601137016597
7.362649468320998,-0.01718897368065412,2.8200451390142147,0.9740004164028082,-0.04394053129606177,1.700465433264048,-0.01764757471233439,-4.045967725963116,-4.571674488945568,-0.010394465707747642
