Input_Param,Recovered_Param
5.0,5.42734023770079
4.9393939393939394,5.230424696684135
4.878787878787879,5.278111927099986
4.818181818181818,5.180702639179119
4.757575757575758,4.844815245432193
4.696969696969697,4.8516157907476245
4.636363636363637,5.15889839736283
4.575757575757576,4.710495031445601
4.515151515151516,4.614769356017541
4.454545454545455,4.779850776721419
4.393939393939394,4.424665692606082
4.333333333333333,5.114243375806022
4.2727272727272725,4.750930068157204
4.212121212121212,4.447032554412424
4.151515151515151,4.738700954081239
4.090909090909091,4.239561963165424
4.03030303030303,4.157513510077949
3.9696969696969697,4.3747217801733544
3.909090909090909,4.276797244465881
3.8484848484848486,3.8602237906669203
3.787878787878788,3.97526917717765
3.7272727272727275,3.996212597110211
3.6666666666666665,3.6364522225066773
3.606060606060606,3.676582619789298
3.5454545454545454,3.5630614741770024
3.484848484848485,3.4882229538339398
3.4242424242424243,3.6832336853568535
3.3636363636363633,3.34568013790519
3.3030303030303028,3.255430607455723
3.242424242424242,3.2019572190222063
3.1818181818181817,3.158718401866305
3.121212121212121,3.0941105743532225
3.0606060606060606,3.06085442191845
3.0,2.985114723578846
2.9393939393939394,2.9253900097871637
2.878787878787879,2.869668843576019
2.8181818181818183,3.3968532450320326
2.7575757575757573,2.73605267218125
2.696969696969697,2.678932751158032
2.6363636363636362,2.650952273576826
2.5757575757575757,2.5906145357133075
2.515151515151515,2.5318864581143186
2.4545454545454546,2.4828484191170777
2.393939393939394,2.411998516625478
2.333333333333333,2.3663903662884005
2.2727272727272725,2.2930286169445524
2.212121212121212,2.2329732696505102
2.1515151515151514,2.152739736002796
2.090909090909091,2.0872985542704408
2.0303030303030303,2.0133761903436955
1.9696969696969697,2.056380948757565
1.9090909090909092,1.8789106418167798
1.8484848484848486,1.8508160841884156
1.7878787878787876,1.7861937963491044
1.727272727272727,1.7103900575464437
1.6666666666666665,1.6502192919036915
1.606060606060606,1.6088951033725714
1.5454545454545454,1.5484893752815325
1.4848484848484849,1.4945322908846197
1.4242424242424243,1.4166036225267866
1.3636363636363633,1.3643503671081534
1.3030303030303028,1.3179951220817159
1.2424242424242422,1.257677826727403
1.1818181818181817,1.168347573671882
1.121212121212121,1.1201999041168833
1.0606060606060606,1.0744064295469338
1.0,1.0114861908469306
0.9393939393939394,0.9341665879457736
0.8787878787878789,0.8714724318814746
0.8181818181818183,0.8251918211889855
0.7575757575757578,0.7592292305601772
0.6969696969696972,0.7072114719671756
0.6363636363636367,0.6294719593320257
0.5757575757575752,0.5699100985833865
0.5151515151515147,0.531630843093975
0.45454545454545414,0.468310693465601
0.3939393939393936,0.3939974868250113
0.33333333333333304,0.3341881455246233
0.2727272727272725,0.27618445749386256
0.21212121212121193,0.2226881920235079
0.15151515151515138,0.15227398573550693
0.09090909090909083,0.08785202518711777
0.030303030303030276,0.043930389277856856
-0.030303030303030276,-0.02214051637265562
-0.09090909090909083,-0.07693513497338815
-0.15151515151515138,-0.15078064353149984
-0.21212121212121193,-0.21447057023936572
-0.2727272727272725,-0.26832064414193585
-0.3333333333333339,-0.32633615946448424
-0.3939393939393945,-0.39282970424512154
-0.45454545454545503,-0.455915294504753
-0.5151515151515156,-0.5153722221774382
-0.5757575757575761,-0.5636410830765148
-0.6363636363636367,-0.6317238587250789
-0.6969696969696972,-0.6997237140135646
-0.7575757575757578,-0.7575903723519868
-0.8181818181818183,-0.813536937086641
-0.8787878787878789,-0.8615959312697715
-0.9393939393939394,-0.9467846821492634
-1.0,-0.995314066577175
